Order_ID,Delivery_Experience_Rating,Issue_Reported
37d3055d,2,None
912f5f5d,4,None
06256ddf,1,None
28e5d046,2,None
d15adaec,5,Damaged Package
44fce8f2,3,None
c148a25c,3,None
217cfef2,5,Damaged Package
51276c5d,1,Late Delivery
c35dd74d,5,None
c598c2c3,1,Late Delivery
1e77b0d6,2,None
5623ed49,4,Damaged Package
98da0fec,4,None
9d0782f9,5,Late Delivery
8fec2d05,3,None
c65e39d3,5,None
af9b7bb3,3,Late Delivery
c9dca83b,5,None
49a232b3,5,None
46a20a4a,4,None
b50d0bc9,3,None
6796554f,4,Late Delivery
84dfe2b0,3,Late Delivery
3a1f8c24,2,None
4a22adda,2,None
d9aea5f2,2,Damaged Package
fd5829e1,1,None
dae83616,4,Late Delivery
d1322e2c,4,None
dc19a61b,2,None
61823d39,5,Late Delivery
266729b8,4,Damaged Package
64533ba9,3,Late Delivery
f2d823aa,4,Late Delivery
816ae24d,4,None
a6030799,3,None
c3ddd81c,2,None
9e605a19,2,None
b22d0557,3,None
c8a7e77b,4,None
0b3a88cb,4,Late Delivery
9ac50f49,2,None
a3e7efff,1,Damaged Package
b8418b68,2,None
929992de,3,Late Delivery
ad4c758b,1,Late Delivery
5dab7e54,1,Late Delivery
7d65377a,3,None
898ddcb7,5,None
09abe97a,2,None
bcf25eca,4,Damaged Package
a980f799,2,Late Delivery
65a4c51f,3,None
7aa0218b,4,None
2590bd40,5,Late Delivery
2bbb60f5,3,Damaged Package
504a15af,2,None
d723b135,1,Late Delivery
62cc9f36,3,None
7c17382b,3,Damaged Package
73c1904e,2,Late Delivery
bb49b988,5,None
3b6e496e,2,None
38dccc7e,2,Late Delivery
ca342b12,5,Late Delivery
a808bc51,5,Late Delivery
155a612e,3,None
bee452f0,1,Late Delivery
60864281,2,Damaged Package
497b0bdc,1,Wrong Address
8967e994,5,None
f933ff1a,5,None
b958a6ca,2,None
a1058188,3,None
aef03810,2,Late Delivery
b0fdc66c,3,None
83c39224,4,None
e4457701,3,Damaged Package
da4632e4,2,None
8187d16d,2,Damaged Package
10d8b3ba,3,None
98724663,1,None
aa7f1e17,3,None
3af6586c,4,Damaged Package
c7a9478c,4,Damaged Package
1207d2ed,1,Late Delivery
cbf8cdca,4,None
a0a2af52,2,None
52c93a01,1,Late Delivery
96b8d28f,1,Wrong Address
9dc17a1d,1,Wrong Address
ce0cc321,3,Damaged Package
023f217e,3,Late Delivery
454d558e,1,None
45f26378,4,None
8f06108b,2,None
39a873a4,2,None
4cb85cd6,3,None
b7bb1f30,5,None
d965d787,1,None
faceff92,5,Late Delivery
de015220,2,None
d9382ca4,3,None
a4513694,3,Late Delivery
932abd81,3,Wrong Address
37144f80,3,None
6b54aa2c,3,Late Delivery
041dfaf0,1,None
8945188d,5,None
a81fd16c,2,None
0137d3f6,2,None
9bc56c5d,3,Damaged Package
5dc5a509,3,Damaged Package
05b44e6b,3,None
014cb53c,4,None
d1b5ef1a,2,None
8ddd2953,3,None
958aadc5,5,None
a29e8ae8,4,None
4a412af8,1,None
157fd9d3,4,Late Delivery
aaf3bb1f,4,None
f9010a8a,4,Late Delivery
a29c60fd,5,None
fff69e23,2,Damaged Package
415cfa00,3,None
870d2176,5,None
14d90f5c,5,None
db9b65be,3,Wrong Address
dd788e4d,4,Late Delivery
bb70011f,1,None
98fc183e,4,None
4e41eb23,4,None
43c8826b,2,Damaged Package
e1d57e45,4,Late Delivery
2f4a9b09,1,None
c9f32901,5,None
a8062873,4,Late Delivery
0939f36e,5,None
b36c74c4,2,None
da6001e2,1,None
ed263fe7,3,None
87e908e0,3,Late Delivery
8131b63d,2,Late Delivery
aee75693,1,Late Delivery
bda1e5f5,5,Late Delivery
e1a775e4,2,Damaged Package
e93eff29,4,None
7b91a81b,5,None
117f56e2,4,None
39862c52,4,Wrong Address
ca569e34,5,Late Delivery
191c52b9,4,Late Delivery
b576f10a,3,None
6e950b60,5,None
5ea54915,2,None
5dd14eec,3,Damaged Package
c44f61bf,2,None
8c6f23c2,1,Damaged Package
b2b1b342,2,None
1923a0a5,5,None
a6b65f5c,2,None
52c411fb,1,Damaged Package
0b625e24,4,None
877b545a,5,None
34fee34f,3,None
57a9a232,3,None
ea4c117a,2,None
68ab2dc7,3,Wrong Address
49b29c17,1,Damaged Package
d1739ad8,3,None
da7f991d,2,Damaged Package
78e1391c,3,None
f41d46c7,4,None
5e49e3c6,4,Late Delivery
91a8f410,3,None
a158b583,5,Damaged Package
ccf2833c,3,Late Delivery
6bdadc01,4,None
0d131242,4,None
a26fdcd9,1,None
6b0f4c32,2,None
d6e3360e,1,None
6c744d10,5,None
09114211,2,Late Delivery
44c47cc9,3,Late Delivery
6dde0006,3,Damaged Package
43c8a06d,5,None
4e3a2e27,4,None
aaaf5aa9,3,Late Delivery
907338ef,1,None
a49e0667,4,Damaged Package
e88f221a,3,None
2f391a86,4,Damaged Package
d60a2fe7,2,Late Delivery
44fed79d,3,None
9fc6dccd,3,Damaged Package
f44101df,4,Wrong Address
73b03cf5,2,Wrong Address
9c9884ce,1,Late Delivery
b1b5bce8,2,None
5b7e7b96,1,Damaged Package
9a4c51b7,5,Late Delivery
e2d7ff83,2,None
3710becb,1,Damaged Package
4825de28,4,Late Delivery
a046c4df,1,None
594cc6c3,5,None
3606bae6,1,Wrong Address
b62e8c26,2,None
632462a5,1,None
715c74e6,2,None
1f74d27d,5,Damaged Package
e5324c9f,1,Late Delivery
64bf400f,1,Late Delivery
6a1a591a,5,None
006b650b,1,Late Delivery
0ad3431e,2,None
048e7951,3,None
90595392,3,None
64e1b444,2,Damaged Package
f3e1da6a,1,None
1ff7f6d8,2,None
9adead7f,5,None
1bb1ca08,2,None
a6935d2f,3,None
b14367d2,4,Late Delivery
784eb9b0,5,None
e676f8d8,1,Damaged Package
c39c5d74,2,None
21fa0455,5,Damaged Package
00ce324f,3,None
3746f388,1,Damaged Package
06a05028,2,Late Delivery
0535be31,2,None
0f92acce,1,None
ea54def2,4,Damaged Package
0c5f93b1,4,Late Delivery
3af3af10,5,None
4caf1bf1,2,None
84067cb6,5,Damaged Package
f958c16f,1,Wrong Address
e54d5e75,5,Late Delivery
f81f68a4,2,None
cdd2a8cf,4,Late Delivery
0deda351,4,Wrong Address
f20484f4,1,None
9572effd,3,None
25fbf270,5,None
01d7d66e,1,None
515f1482,4,Wrong Address
0e273a73,2,Damaged Package
79fe1ac0,2,None
cd392b72,3,Damaged Package
22350f71,3,Damaged Package
a57acc4d,4,None
07439a3f,3,Late Delivery
ca9e03bc,3,None
17163ba7,2,None
e88ad666,5,None
73f07bcc,2,None
ac3dfd8f,2,Damaged Package
f224058e,4,Damaged Package
4c6f35ff,4,None
6afe38ce,5,None
5020fe6d,1,None
8379d381,3,Damaged Package
4b29949b,3,Late Delivery
8ae0106d,2,Late Delivery
91528c62,2,Late Delivery
cc30b2b0,5,None
db6da20d,3,None
33127fde,2,None
5e852468,2,Late Delivery
335459ee,4,Late Delivery
f2a9ed5a,1,None
7aaf0949,5,None
7350a2ce,1,Late Delivery
9825aef1,1,None
68b8876b,5,None
d5113fae,3,None
7e406770,2,None
9d4eb4a2,5,Late Delivery
12245ec4,2,None
f3af699b,4,Damaged Package
70c887ee,1,None
c84eff4d,4,Late Delivery
c45e1edf,1,Damaged Package
1e22cf9f,3,None
5e7ee800,5,None
741937b7,3,None
bdb70450,1,None
ab12eed3,4,Late Delivery
f8181341,1,None
db5cd21e,3,None
efd300d4,3,Wrong Address
7ff02701,4,Late Delivery
a7054543,4,None
29b9bd30,3,None
1576325a,1,None
1c32f1a3,1,None
8bdabef0,5,None
df5ae6b3,3,Late Delivery
b48d6969,5,None
07a37e6d,3,Damaged Package
1bfd6e45,5,None
d797712f,2,Late Delivery
8d722a00,1,None
0de91b9c,1,Late Delivery
a88bd5b7,2,None
85f73965,4,None
1400c5f8,2,Late Delivery
aa1e21f6,1,None
14cf430f,3,Damaged Package
08a95ae7,5,Late Delivery
d1f767d5,1,None
7381cf94,2,Wrong Address
95b370ec,3,None
1d14a94b,1,None
91f3571a,2,Damaged Package
e73b7072,1,Wrong Address
a5219ebd,2,None
4fa31c34,2,Late Delivery
af503dc7,1,None
2a6162a7,3,Late Delivery
cfca7b9f,1,None
366c9a2b,1,None
9ec65b0e,3,None
d7e8c84c,1,None
855c5074,5,Late Delivery
f0a5ad55,5,None
49048291,5,Late Delivery
7f3ba318,2,None
290debf9,4,None
af999dda,1,None
8a85b41a,4,None
4a682b1b,5,None
24a35275,3,None
798b8a7e,5,None
55a8aa44,1,None
375b74d9,4,Late Delivery
050e753d,4,None
600c1450,2,Late Delivery
5cd4fc91,3,None
2189ce43,5,Late Delivery
e6c7455d,3,None
748cdd15,1,None
3332a0e8,2,Late Delivery
602eefd4,5,None
f43f6b4c,1,None
fa33b8b3,3,Late Delivery
1df49468,2,Damaged Package
deeea773,5,None
6edcb027,3,None
71e60235,5,None
0710aa0a,2,None
7eca810e,2,Damaged Package
4b751289,3,Wrong Address
8f23cc06,5,None
7831d43f,4,None
2de1757f,1,Damaged Package
c3de0a9d,2,None
6023ee1b,5,None
949f8b14,3,None
957df1c3,3,None
2491aed3,2,None
5c756233,2,None
a5f8bfa3,4,Late Delivery
0d223964,3,Late Delivery
209f8efd,5,None
7ce97249,1,Damaged Package
e7acfb9d,1,Damaged Package
8b3bd9d3,4,None
088131e1,5,None
cc2059a2,1,Late Delivery
e5637ddc,1,Damaged Package
1e1c300b,5,None
8cc5a117,5,None
89850769,2,None
77218441,1,Late Delivery
f2bd380a,1,None
9f25a819,4,None
d89cad31,2,Late Delivery
ff7994fd,2,None
244f6b1b,1,None
07b9e062,3,Damaged Package
53f81d42,3,None
2b9687b1,5,None
e501d30a,2,Late Delivery
53139e3a,1,None
cbecffe8,1,None
6a8428c9,1,Late Delivery
89524532,4,None
d004ff79,3,None
23b08921,4,None
6a50c22e,1,None
112afad4,1,Damaged Package
0ff6a5a2,2,Damaged Package
ab1bc1b3,2,None
79263691,3,None
c5c305a5,5,None
40b7d477,1,None
923754c7,2,Late Delivery
fb033f97,3,Damaged Package
dc112817,4,None
3e5f987f,1,None
63e140ae,5,None
79e20f50,3,Late Delivery
c1c73035,5,None
65157c3a,1,None
e6e1b416,3,Wrong Address
46dafdd1,2,Damaged Package
94f7b444,5,None
68ebe228,4,None
4bc68a29,4,None
b9567370,5,None
aee44013,1,Late Delivery
32ddca70,1,None
e91886c7,1,None
b45ef590,4,None
1ee7c7cf,4,Late Delivery
ce363148,2,None
6e80777c,1,None
b32e2bc3,4,Late Delivery
280c4623,4,Wrong Address
0ec95136,1,None
c6cbaf26,1,None
36b7f9c6,4,None
905f8fb6,5,None
9757a03b,4,Late Delivery
557879ee,2,Late Delivery
fa8bd9d1,3,Late Delivery
89ed6d5b,1,Late Delivery
1d2879e8,2,Wrong Address
37a4a63a,5,None
c60b510c,3,Late Delivery
3103d9d8,4,None
f083a219,1,None
4c583659,4,Damaged Package
090b1305,2,None
629b85ab,1,None
5cdf5f63,4,None
b802f377,1,Late Delivery
36dbbe52,2,Damaged Package
62c6dd5a,4,Late Delivery
ddd8fd9c,3,None
09688cbe,5,None
2a4ec454,4,None
e0e4d07c,1,None
b8fe38df,4,None
b054470f,1,None
13d2c072,2,Late Delivery
eae11132,5,Late Delivery
5108210e,1,Late Delivery
ce4fd332,4,Damaged Package
7b865059,2,None
19288e8f,3,None
1545ff09,4,Late Delivery
a4f57630,5,None
d49e5e02,2,None
308c7620,4,None
25eb221f,1,None
74602f7b,1,None
8448a425,1,Late Delivery
e3426a9e,4,Wrong Address
c091aa31,5,Late Delivery
ee374a26,1,None
107fa38b,4,None
d9f1611a,4,None
effe9c78,5,None
42b23bd6,2,None
dfa01543,2,Late Delivery
27f7b22b,4,None
ca7c6aad,2,Damaged Package
4e2409bf,3,None
8a264170,5,None
becc2671,4,None
6d56d99e,2,Damaged Package
1417d0a8,2,Damaged Package
18bf0be1,5,Wrong Address
8ab24472,1,Wrong Address
e111284b,2,Wrong Address
ead030e6,5,Late Delivery
a6ecc41a,1,None
bc358327,4,None
f94647c3,1,Late Delivery
eb3ddbb6,2,Late Delivery
58f38c82,4,Damaged Package
25a3a2bd,4,None
60c2cf0a,1,Damaged Package
a9b66d1a,4,Late Delivery
deec260b,1,None
adaf7b82,1,None
e843868e,1,Late Delivery
568bdc89,5,None
d6277ab8,2,None
4b8fc8ff,4,None
856fa6ea,3,None
0a19dde8,2,Damaged Package
72a6a1c8,3,None
c55d7ab6,1,None
41f605bf,4,None
bf601cac,2,Damaged Package
ba97946d,3,Late Delivery
d39ba12b,3,None
56a4cfc3,3,Late Delivery
89295c02,2,Late Delivery
d6b1a9da,5,None
8f1e2f41,1,Late Delivery
890bee7a,4,Late Delivery
3515ae00,3,Late Delivery
ffa11cb0,2,Wrong Address
6b921161,3,None
890accff,2,Late Delivery
a3d0f587,5,None
6b52ec60,3,Late Delivery
6a52f71b,3,Late Delivery
0655051e,4,None
3cf7228c,2,Late Delivery
daf5ce33,2,None
d03da41b,5,Late Delivery
88714046,3,Late Delivery
cf00743f,4,None
8a7d70b4,1,None
8292346a,4,None
89fbb16c,4,None
6d68708f,4,Late Delivery
4cebddb7,4,None
4faf5e73,3,None
d49e3f65,4,None
3e23d210,2,Late Delivery
992e0f40,2,Late Delivery
fd5d0430,4,None
2e348d49,2,None
e252cd1c,3,None
22e7a4d6,1,None
6f9781ca,4,None
8ae3e1e9,2,None
c5808f8d,2,None
431bdcbc,3,None
ce53f7b1,3,None
c33e3b91,1,Late Delivery
daac4ec9,5,Late Delivery
013a9a6c,5,None
82dcb1de,5,None
b80f13bc,1,None
bcdfb81e,4,Damaged Package
8f888261,5,Wrong Address
2172d5b0,5,Late Delivery
5cb59680,2,None
4ea9092d,2,Damaged Package
5ea110ca,4,None
b4fa63b6,3,Late Delivery
5786eeff,1,None
9adce521,5,None
d7c2b499,1,None
07da8103,2,None
f92c62c8,1,None
8c1b73fc,2,None
5d802913,1,None
91b50fd6,2,Late Delivery
c8a21ce8,1,None
c2907f13,5,Late Delivery
85dc465c,5,Late Delivery
08b5ed7e,4,Late Delivery
a4c3b8c1,1,None
087be02e,3,None
a559d056,4,None
c87eeb95,1,Damaged Package
3bebc929,3,None
d3cd4c69,5,Late Delivery
afe93790,5,None
b5b91954,5,Damaged Package
1b26aa81,3,None
d2ce3a42,2,Late Delivery
f14e783f,1,Late Delivery
781394e8,4,None
261afd50,4,None
44b65603,5,None
b98338c5,2,Late Delivery
953f0c36,1,None
2cc049b0,1,None
4791cc4a,4,None
7a1f4cdd,4,None
7f3ff209,4,None
8b714ea4,1,None
e517707a,4,None
69eaf888,1,None
387b7875,5,None
0f29d9ad,2,None
286d85de,4,None
5020dfab,1,None
fb5d5eba,5,Damaged Package
b4a02f51,3,None
69942cb0,5,None
19e9a024,2,None
f5852307,5,None
cac70ca6,4,None
ed556c5d,4,Wrong Address
8d41cf58,3,None
460780e6,1,None
a2fe4ff2,5,Late Delivery
9ff66304,3,None
115d7fd1,4,None
6d5e4a4b,1,None
478edbfb,1,None
c3927948,2,Damaged Package
7fcbc547,4,None
39089455,1,None
c8b36588,2,None
9275982e,2,None
481325fb,4,Late Delivery
5ad93cef,1,None
10f1dbc5,1,Damaged Package
04402263,5,None
4dae6bd3,1,Late Delivery
f501ceb6,2,None
fd6a99e7,3,None
89fbbde2,4,Damaged Package
2ec40bae,3,None
722ab735,1,Damaged Package
40836c06,2,None
2ab48213,3,None
299d4ba6,4,Late Delivery
dc1fd8d2,5,Late Delivery
fe97b4dc,3,Damaged Package
bb9385bf,5,Damaged Package
ff64ab82,1,None
60f96f55,1,None
83c4d7ad,4,Late Delivery
8559cc93,5,None
f8cb4a51,5,Wrong Address
9b35e359,4,None
8d4414ca,3,None
594e2171,4,Late Delivery
e88c9d96,1,None
7ac50138,5,None
f8f785cc,2,None
914851c3,2,Damaged Package
0134d636,1,None
601a9642,5,None
7130da27,5,Damaged Package
6570448e,4,Damaged Package
58a62e84,3,None
1adb7178,4,Late Delivery
e36adfac,2,None
6490018f,5,Damaged Package
8163c668,3,Late Delivery
a9b5998e,4,None
f0dfe269,3,Late Delivery
058ebec2,2,Wrong Address
e55fdb7e,3,None
315a7040,5,None
ea9d337e,3,Late Delivery
0ac89f58,3,Late Delivery
0bd3e23b,4,Late Delivery
0a999bf8,3,None
c674bdca,3,None
ad452641,2,Late Delivery
5f9ac0a8,3,Wrong Address
a0b42356,4,Damaged Package
94dc2240,4,Late Delivery
5642c723,5,None
b9a0423c,2,Late Delivery
7af3c8df,1,None
716c3ec9,5,None
5ab15012,3,Late Delivery
9460ff9f,2,None
07d8bfe7,5,None
57b4f327,4,None
886d60e9,2,Damaged Package
cffdefd5,2,None
8bc17825,3,Late Delivery
c31b4631,2,None
81b4e4f5,2,Late Delivery
f4050bfc,1,Late Delivery
a3991e2a,3,None
a768ff2a,2,None
1dcd940c,2,Late Delivery
f8ad3ce9,1,Late Delivery
57105121,1,None
5b078050,4,None
873b4824,3,None
dfc81f2a,1,Late Delivery
f1d1281a,2,None
2f4d3c62,1,None
557bde7b,5,None
257e7341,4,Damaged Package
2300fcfc,4,Damaged Package
4e7d0f3e,3,Wrong Address
8aedb6f1,4,Late Delivery
5163622e,3,Late Delivery
6f7aefc2,5,Late Delivery
25a33d46,2,None
9abaf18b,5,Damaged Package
1fd1e17d,3,Late Delivery
d1b741b8,3,Late Delivery
05f91656,3,Damaged Package
d6b44375,2,Damaged Package
ed39794c,3,None
88c3b682,5,None
3e86fb9a,2,None
57146a6e,5,None
0e62ac2d,2,Damaged Package
1dd63d39,3,Wrong Address
dc919e54,2,Late Delivery
8cba3e80,1,Late Delivery
bd98a547,5,None
fc0c81b6,1,Damaged Package
a4351de8,1,Damaged Package
47243588,3,None
0083183c,3,None
3b5d43a3,1,None
15de4927,2,Late Delivery
9c2bba31,3,None
50d1be28,5,None
e6fd6841,1,None
eaa2c781,5,Late Delivery
11307b33,5,Wrong Address
17f694aa,5,Late Delivery
897d69d0,1,None
46afb238,4,None
74ebaaaf,3,None
86c64808,5,None
8d6ce514,1,None
70dd1cf7,4,None
cf735ad5,1,None
b4b73bb3,3,None
9f85ffc8,1,None
9db260c5,2,None
c00e4d39,2,Late Delivery
a3627f60,5,Late Delivery
84fa2235,1,None
f3ad966e,1,Late Delivery
46bc6798,5,Wrong Address
ac9cc41b,5,None
3bba087c,4,Late Delivery
5e3742ed,1,None
601aa513,3,None
dfc8f32a,3,None
833f82b1,3,None
a11e2282,5,Late Delivery
81d984b4,5,None
222b9144,5,Late Delivery
3e77a4a4,3,Late Delivery
f69e6129,4,Wrong Address
178d856d,2,Late Delivery
9ce997ed,1,None
011c2275,2,Late Delivery
2532bbcb,1,None
a786639c,5,Damaged Package
6ac10e86,3,Late Delivery
8087b3a6,2,None
beb46d3f,5,Late Delivery
c698bb30,1,None
e3482535,2,None
986a1e40,2,Late Delivery
2d64f8f3,2,None
19b30cdd,2,Late Delivery
5ed60c27,2,None
467d6e86,5,Damaged Package
c256cadc,1,Damaged Package
7c3b52f0,1,Late Delivery
f373ec89,4,Late Delivery
a6453884,3,Damaged Package
2a1103ba,2,None
95a0fd21,1,None
4734fb70,3,None
2c9a61ba,3,None
12b44909,5,Wrong Address
8ff6983c,2,None
2fd70870,4,Late Delivery
928e5732,3,None
25efa760,5,None
0bb9597f,2,None
7c8715d7,1,None
66d53190,4,None
cb4af267,2,Damaged Package
6404a290,5,None
1bb63dc6,5,None
d07d84b6,5,Late Delivery
f8a6cb4e,5,None
e1ac3a0f,5,Damaged Package
1e01fa46,4,Damaged Package
d5684044,3,Wrong Address
7122bcf3,3,Late Delivery
4fea4c96,1,None
d30e6b00,3,Late Delivery
1187d3d1,5,None
d046885d,3,None
01503b50,3,None
bf958c4a,5,None
ef5360cf,4,Late Delivery
960305e9,5,None
8903bff2,3,None
9a1b729a,3,None
f1a192b4,1,Late Delivery
5b159244,5,Damaged Package
5ccf087b,1,None
60f2ba4d,1,Damaged Package
b7d444db,2,None
364539be,1,None
81148dc9,3,None
0c6cf0dd,3,Late Delivery
138bd976,2,Damaged Package
cc78b6cf,2,None
5dddccf1,5,Late Delivery
a60214b5,2,Late Delivery
d6a986ad,4,Late Delivery
0a095d2e,3,None
f5476558,3,None
5af7f023,2,None
4e2ad903,2,None
0a33fb2d,3,Late Delivery
1608c029,2,None
1fb15d8c,5,Late Delivery
9a2a6867,2,None
1f1b6af3,2,None
c5d8fc17,5,Late Delivery
01abd6d6,5,Late Delivery
dbe840f5,5,None
06fa8aa0,3,Damaged Package
aa908ce2,2,None
a68d278b,5,Late Delivery
54fe1ce2,5,None
11201fdd,3,None
185367e4,4,Wrong Address
09540d87,2,Damaged Package
f6f7b2f3,4,None
9bf89c33,4,Damaged Package
47f8ae5d,5,None
17c31e95,3,Damaged Package
32dd9f50,2,Late Delivery
77cb25a2,2,None
af2a5c5c,2,Damaged Package
9208880a,4,None
4448934b,1,None
024ed9f6,3,None
118ac352,1,Damaged Package
7d4ff42f,4,Late Delivery
84973944,5,None
71190e40,1,None
f2dfb7d5,1,None
f510e60f,3,None
01ef8e09,4,None
b2c665eb,3,None
40e2db6d,5,None
92fbe0ad,2,None
87863180,4,Late Delivery
e1c465f5,5,None
f6cb6cb3,5,Damaged Package
821eec45,1,None
990c4d0f,3,None
36d185ab,1,Late Delivery
73956823,1,None
f2a2b011,2,Damaged Package
99d15d9e,3,None
1655b9fb,2,None
27aef1b6,5,Damaged Package
a0fb8c46,2,Damaged Package
369c12ce,5,Late Delivery
20c0f3ca,1,None
69884e92,2,None
1061dc63,3,Late Delivery
c4603093,2,None
8629aba4,5,None
0ff4e875,4,Late Delivery
904dee42,3,Late Delivery
9793d396,5,Late Delivery
18f0ec59,4,Damaged Package
57bb3755,3,Wrong Address
23592f54,4,None
61c1e881,1,None
e44ee962,1,Damaged Package
5435b9e9,2,None
43536a05,2,None
bfcb8aa6,2,Late Delivery
1b463de8,2,Late Delivery
ffd803b6,4,Late Delivery
235d03c1,3,None
67fee793,3,Damaged Package
d34062ff,2,Damaged Package
f028cb17,1,Late Delivery
b2cc1605,5,None
34539dfc,2,None
a3f80892,2,None
9eeaa036,1,Late Delivery
55f80b6b,5,Damaged Package
dd3aba65,4,Late Delivery
c619dfe0,4,None
ad2437e3,5,Damaged Package
f471d135,5,Late Delivery
540995c6,4,Damaged Package
c1cb9f59,2,Wrong Address
fa5ff71b,2,Late Delivery
2cc7fd51,1,None
dfb8ec41,5,Late Delivery
47e6b616,2,None
17152abe,2,None
9d575286,1,Late Delivery
d8da2b1e,5,None
e6e0a7d4,1,None
afbf086e,1,Late Delivery
1a72b79f,4,Damaged Package
24e167d3,1,Damaged Package
9563934c,5,Late Delivery
5d7397c1,2,Damaged Package
8889be75,2,Late Delivery
af60c13d,4,None
37121612,5,None
ee672abd,2,None
24c0d919,1,None
46329a4b,3,Late Delivery
b10dba47,3,None
4d672e4c,3,Damaged Package
b69fe468,3,Late Delivery
c8989a6b,1,Late Delivery
4429b7f2,2,None
71597a2e,4,Late Delivery
2cc6081d,1,Late Delivery
ea43b70b,2,None
cad4cde0,5,Wrong Address
9a93240c,2,None
db3f076f,2,None
3ea6c9ab,2,Late Delivery
f399145e,1,None
31d373bc,2,Damaged Package
c848cb56,2,Late Delivery
b5f0a58b,5,Damaged Package
2d40cbf4,5,None
aed62703,3,Damaged Package
b29b6eae,1,None
8ea6eec8,2,None
a35ce63f,3,None
a22be538,3,None
10f29a5f,1,Late Delivery
bfce164d,3,None
b8e61db2,3,None
862ab2ef,1,Late Delivery
9b3f48c5,4,Late Delivery
664618f3,3,Late Delivery
ef5b05e4,5,Late Delivery
d4641d3c,3,None
066b6f0a,1,None
8c835639,1,None
2882e528,4,Late Delivery
05059b0e,4,Late Delivery
8f455741,5,None
e002c950,5,Late Delivery
429aab5f,3,None
47b6bb22,4,Late Delivery
04abbb05,5,Late Delivery
795ba4d8,3,None
0a328c46,2,Late Delivery
e29a0a29,3,Damaged Package
716379d5,5,None
79ff799c,3,None
3e90d303,2,None
ba2e16c9,5,None
debe03f8,3,None
f5fbd544,5,None
3af3f4c4,3,None
3c1ece36,1,None
87a87b44,5,Late Delivery
160418b6,5,None
3187dcb1,5,None
3aaa2ac9,5,None
3e3d0189,3,None
c322e0e4,4,Late Delivery
04f7d453,3,None
8cbd01dd,2,Wrong Address
f40dd294,1,None
66c4c557,3,Late Delivery
4a5735ff,3,Damaged Package
586a1a57,5,None
c367db4d,2,Late Delivery
c3287cdb,5,None
789cfe53,5,None
a502869f,4,Late Delivery
47a4b467,1,None
4ef9770c,4,Late Delivery
62bfdd01,5,None
08213ce0,1,Late Delivery
2496ac2f,3,Damaged Package
e32ba217,2,Damaged Package
38aeb962,4,None
cc62c9a6,2,None
37582ed0,5,Wrong Address
38a36bb6,1,Late Delivery
276ba398,3,None
597369e9,1,None
a24c87ad,2,None
47f88031,2,None
ef8c1613,3,None
632ed283,3,None
0011c1da,1,None
c1f824a6,4,Damaged Package
74a50c22,1,Late Delivery
83c3e71e,2,None
f8c553f2,1,None
b42b39cf,5,Late Delivery
22ce871c,1,None
41907cd1,1,None
35f28ec3,5,Late Delivery
a3f886d4,2,None
e7a46eed,3,None
6cfae0fb,1,Damaged Package
75cc06bf,4,None
659ba6de,3,None
3d741f0f,4,None
6a2bc096,1,None
06156734,4,Damaged Package
b3ea0264,3,Damaged Package
b8423650,4,Late Delivery
dca01b1e,4,Damaged Package
a597930d,3,None
b64c133f,3,None
6b34b3e4,3,None
38ceb2f0,3,Late Delivery
0b2fe18c,5,None
7f8a26e6,1,Late Delivery
66634182,3,None
771bba55,2,None
9ba95be8,4,Late Delivery
e319e304,3,None
7173494a,3,Wrong Address
101d758a,1,None
81fc3855,3,None
34876450,5,Damaged Package
fc41d1d3,2,Damaged Package
242a6b2e,2,None
55e9a3fd,3,None
18dce94a,1,None
fccd8382,3,None
f4e48bb0,4,Late Delivery
a96f76b2,2,None
c8ab58ff,4,None
2e6e5c63,5,Damaged Package
8ee48f89,2,Wrong Address
410a8568,2,None
03e26edc,5,None
56c7d838,4,None
9fa0de54,3,Late Delivery
affb169a,1,None
f908f0f9,4,None
8e0d0904,5,None
9ad9f302,5,None
a51d63f2,5,None
ca505d0a,2,None
06b7d7ba,3,Late Delivery
82a4d2e4,2,None
3101349e,2,Damaged Package
fb2cb942,2,None
9a2d9682,5,None
189031c8,4,Late Delivery
4146c04c,1,None
cd0789c3,1,None
4896fa11,3,None
bd80603e,3,None
d3b78e9c,5,None
23ca246a,1,Late Delivery
853b61f3,4,Late Delivery
9743fe04,5,None
26dd59ee,3,Late Delivery
ecf60244,5,Damaged Package
b979b94f,3,Late Delivery
ec291e4a,1,None
08855169,5,None
033d908d,2,None
e2652404,3,None
2d9836f1,2,None
93c5f5ec,3,None
a391bf7b,2,None
34a8095a,1,None
0057779b,1,Late Delivery
cee7e001,4,None
8ca8b4fc,4,None
0d912487,4,Damaged Package
f1e20ad3,5,None
2dbeba54,3,Damaged Package
f9130207,5,Late Delivery
c1297b3a,4,None
76fac0f9,3,None
a9079a69,5,None
69c0a5ba,1,Damaged Package
b606436b,3,Wrong Address
8a0df4ae,4,None
593f1218,1,None
15a836a7,3,None
b54c5778,5,None
77cdf40f,4,Wrong Address
3834c313,5,Wrong Address
0d3ebb68,1,None
286e48b6,1,None
2ba60e25,1,None
5f718c64,3,None
39b873ce,4,Damaged Package
cb0a05a5,1,Late Delivery
9828aeea,5,None
c663ee1a,4,None
4628403a,5,Wrong Address
900522aa,5,Late Delivery
fcd202a9,1,None
03e6b06a,4,None
33ac4111,2,None
07e2a253,3,None
40920790,2,None
682b272f,3,Late Delivery
a57ac1cc,4,Late Delivery
