Order_ID,Order_Date,Delivery_Date,Delivery_Status,City,Carrier_ID,Delivery_Zone
e0b2a914,2023-03-27,2023-03-31,Delivered,Hyderabad,C009,East
c8c85d8e,2023-06-11,2023-06-14,Delayed,Chennai,C003,West
1238afd0,2023-02-15,2023-02-17,Delivered,Mumbai,C005,Central
02bc2ace,2023-03-22,2023-03-23,Delivered,Hyderabad,C009,West
a2167dcb,2023-06-12,2023-06-14,Delivered,Mumbai,C009,North
b2b12bf6,2023-01-15,2023-01-19,Cancelled,Delhi,C007,North
a28cd7dd,2023-01-02,2023-01-05,Delivered,Pune,C004,West
b23cfdd2,2023-04-26,2023-05-01,Delivered,Bangalore,C002,North
4987b2d4,2023-03-12,2023-03-14,Delivered,Mumbai,C002,West
24b7de91,2023-02-23,2023-02-24,Delivered,Bangalore,C004,South
1097a58a,2023-02-13,2023-02-18,Delivered,Kolkata,C001,South
063cecb1,2023-05-28,2023-05-31,Delivered,Mumbai,C004,North
e4d90afe,2023-02-10,2023-02-13,Delayed,Delhi,C006,West
af57cf81,2023-05-06,2023-05-07,Delivered,Delhi,C006,West
24ccb5d2,2023-01-23,2023-01-26,Delayed,Pune,C007,West
2f36ecb3,2023-02-03,2023-02-06,Delivered,Pune,C005,North
5dcfc0f1,2023-06-07,2023-06-12,Delivered,Hyderabad,C009,West
e05a1750,2023-04-22,2023-04-23,Delivered,Delhi,C002,Central
00d8ff2d,2023-06-12,2023-06-17,Delivered,Bangalore,C002,West
ffe33c6d,2023-04-20,2023-04-23,Delayed,Kolkata,C004,Central
da7e63e0,2023-04-14,2023-04-15,Delivered,Ahmedabad,C004,South
4864b055,2023-04-20,2023-04-23,Delivered,Delhi,C004,Central
39c5b4d8,2023-05-03,2023-05-07,Delivered,Mumbai,C001,South
0b668a8d,2023-04-09,2023-04-13,Cancelled,Ahmedabad,C004,North
585c6cdc,2023-01-02,2023-01-03,Delivered,Ahmedabad,C005,South
35979067,2023-01-10,2023-01-13,Delayed,Delhi,C009,South
8edae601,2023-05-17,2023-05-20,Delivered,Kolkata,C003,West
4721a223,2023-02-21,2023-02-22,Delivered,Bangalore,C003,East
260ec991,2023-04-06,2023-04-11,Delivered,Mumbai,C005,South
86257c48,2023-01-04,2023-01-05,Delivered,Hyderabad,C010,Central
a81097b4,2023-03-24,2023-03-28,Delivered,Hyderabad,C006,North
2e7ae471,2023-05-16,2023-05-21,Delivered,Hyderabad,C003,Central
2d3f83b3,2023-02-18,2023-02-22,Delayed,Pune,C001,North
888bd570,2023-01-05,2023-01-09,Delayed,Mumbai,C010,Central
1bcff52f,2023-06-23,2023-06-25,Delayed,Ahmedabad,C008,South
ed1bbd12,2023-01-02,2023-01-06,Delivered,Hyderabad,C001,East
5834a1cb,2023-06-10,2023-06-15,Delivered,Pune,C002,South
f222fa77,2023-03-05,2023-03-06,Delivered,Delhi,C003,West
4945ec97,2023-02-27,2023-02-28,Delayed,Ahmedabad,C006,Central
96ef82d4,2023-06-27,2023-06-30,Delayed,Mumbai,C004,East
2eeb45e8,2023-03-30,2023-03-31,Delivered,Mumbai,C004,Central
050d0d60,2023-03-21,2023-03-26,Delivered,Mumbai,C009,West
377be1ce,2023-02-03,2023-02-05,Delivered,Chennai,C006,West
6fc9f1e3,2023-01-27,2023-01-29,Delivered,Pune,C002,West
3b33f4c1,2023-04-09,2023-04-11,Delivered,Ahmedabad,C007,South
4dc5bcd2,2023-05-09,2023-05-10,Delivered,Bangalore,C003,South
5bce0936,2023-05-31,2023-06-04,Delayed,Chennai,C009,East
0f115be9,2023-03-20,2023-03-21,Delivered,Chennai,C006,West
fb6def6d,2023-02-12,2023-02-13,Delivered,Chennai,C008,South
e61ec11d,2023-01-17,2023-01-21,Cancelled,Bangalore,C001,North
f637ec81,2023-01-12,2023-01-13,Delivered,Chennai,C002,North
0a96eac0,2023-03-18,2023-03-21,Delivered,Hyderabad,C006,South
5eeebd42,2023-03-16,2023-03-17,Delivered,Mumbai,C003,East
03a362b8,2023-04-27,2023-05-02,Delivered,Ahmedabad,C001,Central
74477f38,2023-05-14,2023-05-17,Delivered,Ahmedabad,C006,West
9cda3d90,2023-06-02,2023-06-04,Delayed,Mumbai,C005,South
3e81ca05,2023-05-15,2023-05-20,Delivered,Pune,C009,East
3b97fdd5,2023-03-28,2023-03-29,Delivered,Delhi,C006,Central
2840d4d7,2023-04-22,2023-04-25,Delivered,Kolkata,C005,East
d588a9f0,2023-06-25,2023-06-28,Delivered,Hyderabad,C001,Central
221e0e43,2023-02-04,2023-02-06,Delayed,Bangalore,C001,North
161348ce,2023-03-29,2023-04-03,Delayed,Kolkata,C001,Central
dee7dbf6,2023-05-06,2023-05-09,Delivered,Mumbai,C007,North
30c72312,2023-04-02,2023-04-07,Delayed,Chennai,C006,West
a4e6fb6a,2023-02-18,2023-02-19,Delivered,Ahmedabad,C005,South
fc26ab36,2023-02-12,2023-02-16,Cancelled,Pune,C004,North
ae1c81b8,2023-04-14,2023-04-18,Delivered,Pune,C008,East
f997c0f8,2023-01-05,2023-01-06,Cancelled,Delhi,C008,Central
da5b363e,2023-02-28,2023-03-01,Delayed,Delhi,C005,East
ec0c2c64,2023-02-27,2023-03-01,Delivered,Mumbai,C004,North
dc61fa0a,2023-02-03,2023-02-08,Delivered,Hyderabad,C002,East
713cf2b0,2023-02-24,2023-02-26,Cancelled,Pune,C007,Central
f44b18c1,2023-01-06,2023-01-09,Delayed,Kolkata,C005,South
8057bff1,2023-05-31,2023-06-01,Delivered,Delhi,C003,East
a8e8e6d3,2023-05-10,2023-05-12,Delayed,Ahmedabad,C009,West
06e86cbd,2023-02-13,2023-02-17,Delivered,Ahmedabad,C009,Central
562d2751,2023-02-01,2023-02-02,Delivered,Mumbai,C010,Central
5bbd4028,2023-04-04,2023-04-07,Delivered,Hyderabad,C008,West
052acbec,2023-06-16,2023-06-21,Delivered,Mumbai,C001,North
d93d0dac,2023-01-10,2023-01-12,Delayed,Mumbai,C003,West
04e44b60,2023-04-07,2023-04-12,Delivered,Hyderabad,C002,North
b4b1174e,2023-06-13,2023-06-17,Delayed,Hyderabad,C004,South
c5d16e14,2023-03-07,2023-03-09,Delivered,Hyderabad,C002,North
d652db3a,2023-05-17,2023-05-18,Delivered,Ahmedabad,C008,South
52fa658a,2023-06-09,2023-06-12,Delivered,Ahmedabad,C001,South
4894beb3,2023-01-13,2023-01-16,Delivered,Mumbai,C004,West
5470bba2,2023-06-02,2023-06-07,Delivered,Delhi,C005,South
eb32a220,2023-01-13,2023-01-16,Delivered,Bangalore,C010,North
7d8a8733,2023-06-19,2023-06-20,Delivered,Bangalore,C004,East
79bf7906,2023-01-28,2023-01-31,Delivered,Mumbai,C008,Central
f7c86860,2023-06-17,2023-06-21,Delivered,Mumbai,C002,Central
baf6cddc,2023-01-06,2023-01-11,Delivered,Delhi,C009,North
87e87fe9,2023-01-13,2023-01-14,Delayed,Hyderabad,C002,East
7ecfc8e7,2023-06-26,2023-07-01,Delayed,Mumbai,C002,South
a9bee7ed,2023-01-30,2023-02-03,Delivered,Pune,C002,North
7d8a393c,2023-04-17,2023-04-18,Delivered,Ahmedabad,C010,South
3fe19357,2023-04-24,2023-04-25,Delivered,Chennai,C008,West
cc549d48,2023-04-08,2023-04-09,Cancelled,Hyderabad,C003,East
f00982ea,2023-02-01,2023-02-03,Delivered,Pune,C010,Central
894688b5,2023-05-21,2023-05-22,Delivered,Ahmedabad,C010,North
d1939fee,2023-03-06,2023-03-08,Delivered,Mumbai,C008,Central
d99c27fb,2023-05-02,2023-05-05,Delivered,Chennai,C007,South
8e798971,2023-06-29,2023-07-04,Delivered,Pune,C010,South
5a510379,2023-02-09,2023-02-10,Delayed,Kolkata,C004,West
e2b00876,2023-02-22,2023-02-24,Delivered,Delhi,C007,South
93a4d364,2023-06-27,2023-06-28,Delivered,Ahmedabad,C008,South
2e49b886,2023-06-25,2023-06-27,Delivered,Chennai,C006,Central
a5b2bdca,2023-06-11,2023-06-14,Delivered,Mumbai,C006,Central
9dfd1f2f,2023-01-03,2023-01-07,Delayed,Bangalore,C003,North
ddcd2bce,2023-03-19,2023-03-20,Delivered,Pune,C005,North
d3dbfc19,2023-04-18,2023-04-20,Delayed,Mumbai,C010,South
f43333c2,2023-06-19,2023-06-22,Delivered,Bangalore,C002,East
e96cee2e,2023-01-26,2023-01-28,Delivered,Delhi,C005,North
70e332e3,2023-06-19,2023-06-21,Cancelled,Delhi,C005,South
684dab99,2023-05-14,2023-05-17,Delivered,Hyderabad,C007,Central
b12f4cfd,2023-03-11,2023-03-12,Delayed,Pune,C004,West
4cf971e4,2023-06-09,2023-06-13,Delivered,Hyderabad,C006,Central
f11a91cd,2023-06-05,2023-06-08,Delayed,Bangalore,C009,Central
a2d13261,2023-06-29,2023-07-01,Delivered,Bangalore,C004,West
495b67cc,2023-02-05,2023-02-08,Delivered,Delhi,C006,Central
5b8e5708,2023-04-18,2023-04-20,Delayed,Chennai,C009,North
eca35323,2023-01-27,2023-02-01,Delayed,Bangalore,C010,Central
1e26dda8,2023-05-11,2023-05-14,Delayed,Bangalore,C001,West
bf4830f0,2023-06-08,2023-06-12,Delayed,Pune,C008,South
c227ad14,2023-01-31,2023-02-02,Delayed,Chennai,C001,South
7432ede2,2023-03-14,2023-03-16,Delivered,Hyderabad,C004,South
fd954fc1,2023-01-30,2023-02-02,Delivered,Hyderabad,C003,West
0854e97d,2023-01-28,2023-01-30,Delivered,Bangalore,C004,West
4bf89df0,2023-05-08,2023-05-10,Delivered,Pune,C007,North
1444c396,2023-02-20,2023-02-23,Delivered,Hyderabad,C009,West
a992b4a5,2023-06-05,2023-06-08,Delivered,Hyderabad,C009,South
c4a7458d,2023-02-21,2023-02-25,Delivered,Kolkata,C010,West
37d3055d,2023-03-09,2023-03-12,Delayed,Pune,C001,East
912f5f5d,2023-05-14,2023-05-15,Delivered,Hyderabad,C010,Central
06256ddf,2023-02-21,2023-02-25,Delivered,Delhi,C001,North
28e5d046,2023-04-02,2023-04-05,Delivered,Mumbai,C009,South
d15adaec,2023-06-30,2023-07-05,Delayed,Bangalore,C004,South
44fce8f2,2023-04-15,2023-04-18,Delayed,Ahmedabad,C003,East
c148a25c,2023-03-17,2023-03-20,Delivered,Bangalore,C009,North
217cfef2,2023-02-11,2023-02-16,Delivered,Delhi,C005,Central
51276c5d,2023-01-11,2023-01-15,Delivered,Ahmedabad,C006,North
c35dd74d,2023-05-21,2023-05-23,Delivered,Mumbai,C001,North
c598c2c3,2023-05-08,2023-05-09,Delivered,Mumbai,C001,South
1e77b0d6,2023-02-23,2023-02-28,Delivered,Delhi,C007,West
5623ed49,2023-06-26,2023-06-30,Delivered,Chennai,C010,Central
98da0fec,2023-05-04,2023-05-06,Delivered,Chennai,C008,North
9d0782f9,2023-03-26,2023-03-31,Cancelled,Mumbai,C008,East
8fec2d05,2023-03-02,2023-03-07,Cancelled,Chennai,C007,South
c65e39d3,2023-01-01,2023-01-03,Delivered,Chennai,C009,West
af9b7bb3,2023-01-04,2023-01-08,Delivered,Chennai,C001,West
c9dca83b,2023-06-21,2023-06-24,Delivered,Mumbai,C002,South
49a232b3,2023-01-23,2023-01-26,Delivered,Ahmedabad,C003,North
46a20a4a,2023-01-29,2023-01-31,Delayed,Chennai,C005,South
b50d0bc9,2023-05-27,2023-05-30,Delivered,Ahmedabad,C004,West
6796554f,2023-06-21,2023-06-26,Delayed,Bangalore,C004,West
84dfe2b0,2023-05-07,2023-05-12,Delivered,Kolkata,C008,East
3a1f8c24,2023-02-08,2023-02-11,Cancelled,Mumbai,C008,East
4a22adda,2023-01-24,2023-01-25,Delivered,Delhi,C007,West
d9aea5f2,2023-05-11,2023-05-16,Delayed,Chennai,C001,East
fd5829e1,2023-01-20,2023-01-22,Delivered,Hyderabad,C010,East
dae83616,2023-01-26,2023-01-29,Delivered,Mumbai,C004,East
d1322e2c,2023-03-07,2023-03-09,Delivered,Pune,C001,West
dc19a61b,2023-06-14,2023-06-18,Delivered,Delhi,C005,North
61823d39,2023-03-01,2023-03-04,Delayed,Kolkata,C003,North
266729b8,2023-04-27,2023-04-28,Delayed,Bangalore,C003,Central
64533ba9,2023-03-17,2023-03-18,Delayed,Ahmedabad,C004,East
f2d823aa,2023-03-09,2023-03-14,Delivered,Ahmedabad,C002,North
816ae24d,2023-04-29,2023-05-01,Delayed,Pune,C007,Central
a6030799,2023-01-13,2023-01-17,Delivered,Delhi,C004,South
c3ddd81c,2023-01-26,2023-01-28,Delivered,Chennai,C005,East
9e605a19,2023-02-14,2023-02-18,Delivered,Hyderabad,C002,North
b22d0557,2023-01-11,2023-01-16,Delivered,Chennai,C006,North
c8a7e77b,2023-03-16,2023-03-19,Delivered,Delhi,C009,North
0b3a88cb,2023-04-03,2023-04-06,Delivered,Mumbai,C008,Central
9ac50f49,2023-06-23,2023-06-28,Delivered,Pune,C008,South
a3e7efff,2023-03-22,2023-03-26,Delayed,Hyderabad,C002,East
b8418b68,2023-04-20,2023-04-25,Delivered,Ahmedabad,C004,North
929992de,2023-01-30,2023-01-31,Delivered,Pune,C008,West
ad4c758b,2023-01-25,2023-01-28,Delivered,Pune,C001,East
5dab7e54,2023-01-12,2023-01-13,Delivered,Hyderabad,C008,West
7d65377a,2023-01-03,2023-01-06,Delivered,Ahmedabad,C003,Central
898ddcb7,2023-02-05,2023-02-06,Delivered,Ahmedabad,C008,North
09abe97a,2023-06-19,2023-06-21,Delivered,Delhi,C006,East
bcf25eca,2023-06-15,2023-06-19,Delayed,Kolkata,C007,East
a980f799,2023-02-13,2023-02-17,Delivered,Kolkata,C002,North
65a4c51f,2023-03-26,2023-03-29,Delayed,Chennai,C001,South
7aa0218b,2023-04-02,2023-04-05,Delivered,Delhi,C006,Central
2590bd40,2023-04-23,2023-04-24,Delivered,Hyderabad,C003,North
2bbb60f5,2023-06-09,2023-06-11,Delayed,Delhi,C004,East
504a15af,2023-03-10,2023-03-13,Delivered,Hyderabad,C009,South
d723b135,2023-01-24,2023-01-27,Delivered,Pune,C003,East
62cc9f36,2023-04-06,2023-04-08,Delayed,Chennai,C002,West
7c17382b,2023-03-29,2023-04-02,Delivered,Mumbai,C002,East
73c1904e,2023-02-16,2023-02-21,Delayed,Pune,C002,Central
bb49b988,2023-01-30,2023-02-01,Delivered,Ahmedabad,C006,North
3b6e496e,2023-04-13,2023-04-14,Delayed,Mumbai,C002,East
38dccc7e,2023-04-13,2023-04-17,Delivered,Delhi,C007,West
ca342b12,2023-04-27,2023-05-02,Delivered,Hyderabad,C007,West
a808bc51,2023-03-11,2023-03-15,Delivered,Mumbai,C007,North
155a612e,2023-04-09,2023-04-14,Delivered,Pune,C002,West
bee452f0,2023-06-26,2023-07-01,Delivered,Hyderabad,C007,North
60864281,2023-05-03,2023-05-07,Delivered,Chennai,C010,Central
497b0bdc,2023-04-18,2023-04-22,Delivered,Pune,C008,North
8967e994,2023-06-16,2023-06-20,Delivered,Ahmedabad,C008,South
f933ff1a,2023-02-12,2023-02-14,Delivered,Delhi,C002,West
b958a6ca,2023-01-29,2023-02-01,Delayed,Hyderabad,C005,West
a1058188,2023-02-03,2023-02-06,Delivered,Delhi,C006,East
aef03810,2023-06-28,2023-07-03,Delivered,Hyderabad,C009,South
b0fdc66c,2023-01-16,2023-01-19,Delivered,Pune,C006,East
83c39224,2023-02-10,2023-02-14,Delivered,Kolkata,C010,North
e4457701,2023-01-27,2023-01-31,Delayed,Kolkata,C006,Central
da4632e4,2023-04-17,2023-04-20,Delivered,Hyderabad,C010,West
8187d16d,2023-06-01,2023-06-02,Cancelled,Chennai,C010,Central
10d8b3ba,2023-05-04,2023-05-06,Delivered,Delhi,C006,North
98724663,2023-05-26,2023-05-31,Delayed,Ahmedabad,C009,North
aa7f1e17,2023-06-23,2023-06-24,Delivered,Bangalore,C010,South
3af6586c,2023-04-23,2023-04-27,Delayed,Hyderabad,C007,East
c7a9478c,2023-02-16,2023-02-20,Delivered,Hyderabad,C001,West
1207d2ed,2023-06-06,2023-06-09,Delivered,Kolkata,C001,West
cbf8cdca,2023-04-08,2023-04-13,Delivered,Mumbai,C004,Central
a0a2af52,2023-04-02,2023-04-06,Delivered,Pune,C002,South
52c93a01,2023-06-06,2023-06-11,Delayed,Kolkata,C003,North
96b8d28f,2023-01-08,2023-01-09,Delivered,Delhi,C007,South
9dc17a1d,2023-06-25,2023-06-27,Delivered,Kolkata,C007,West
ce0cc321,2023-02-03,2023-02-08,Delayed,Bangalore,C003,East
023f217e,2023-05-04,2023-05-06,Delivered,Chennai,C002,Central
454d558e,2023-05-05,2023-05-08,Cancelled,Pune,C001,North
45f26378,2023-01-29,2023-02-03,Delayed,Bangalore,C009,North
8f06108b,2023-04-16,2023-04-21,Delivered,Chennai,C010,North
39a873a4,2023-04-23,2023-04-25,Delayed,Bangalore,C003,East
4cb85cd6,2023-01-12,2023-01-17,Delivered,Ahmedabad,C009,West
b7bb1f30,2023-01-17,2023-01-19,Delivered,Pune,C004,West
d965d787,2023-03-08,2023-03-10,Delivered,Kolkata,C010,South
faceff92,2023-06-17,2023-06-20,Delivered,Bangalore,C006,South
de015220,2023-03-22,2023-03-23,Delayed,Kolkata,C007,West
d9382ca4,2023-01-04,2023-01-05,Delayed,Pune,C010,North
a4513694,2023-06-30,2023-07-03,Delivered,Kolkata,C006,East
932abd81,2023-06-23,2023-06-25,Delivered,Delhi,C001,West
37144f80,2023-05-15,2023-05-18,Cancelled,Kolkata,C006,East
6b54aa2c,2023-05-28,2023-06-01,Delivered,Mumbai,C006,Central
041dfaf0,2023-05-25,2023-05-29,Delivered,Bangalore,C005,North
8945188d,2023-02-27,2023-03-01,Delivered,Pune,C003,Central
a81fd16c,2023-06-21,2023-06-25,Delayed,Hyderabad,C010,West
0137d3f6,2023-03-28,2023-03-29,Delivered,Hyderabad,C003,South
9bc56c5d,2023-05-13,2023-05-15,Delayed,Hyderabad,C010,West
5dc5a509,2023-05-14,2023-05-16,Delayed,Pune,C007,Central
05b44e6b,2023-06-26,2023-06-28,Delivered,Mumbai,C008,East
014cb53c,2023-06-29,2023-07-02,Delivered,Kolkata,C003,West
d1b5ef1a,2023-06-08,2023-06-11,Delayed,Bangalore,C003,South
8ddd2953,2023-01-25,2023-01-26,Delivered,Chennai,C007,Central
958aadc5,2023-04-21,2023-04-23,Delayed,Chennai,C010,West
a29e8ae8,2023-06-19,2023-06-21,Delayed,Pune,C007,Central
4a412af8,2023-03-05,2023-03-07,Delivered,Delhi,C009,Central
157fd9d3,2023-05-04,2023-05-08,Delayed,Mumbai,C006,North
aaf3bb1f,2023-03-30,2023-03-31,Delayed,Bangalore,C007,East
f9010a8a,2023-06-19,2023-06-21,Delayed,Kolkata,C010,North
a29c60fd,2023-06-23,2023-06-25,Delivered,Hyderabad,C001,Central
fff69e23,2023-06-14,2023-06-19,Delivered,Mumbai,C007,South
415cfa00,2023-04-09,2023-04-12,Delivered,Mumbai,C002,South
870d2176,2023-02-08,2023-02-09,Delivered,Bangalore,C007,North
14d90f5c,2023-05-23,2023-05-27,Delivered,Pune,C003,South
db9b65be,2023-06-06,2023-06-08,Delayed,Kolkata,C009,Central
dd788e4d,2023-01-14,2023-01-17,Delivered,Ahmedabad,C005,West
bb70011f,2023-01-03,2023-01-04,Delivered,Ahmedabad,C007,Central
98fc183e,2023-06-14,2023-06-18,Delivered,Pune,C008,West
4e41eb23,2023-02-10,2023-02-15,Delayed,Pune,C002,South
43c8826b,2023-05-10,2023-05-14,Delivered,Delhi,C001,East
e1d57e45,2023-05-01,2023-05-03,Delivered,Pune,C007,East
2f4a9b09,2023-05-07,2023-05-11,Delivered,Kolkata,C006,Central
c9f32901,2023-02-12,2023-02-16,Delayed,Delhi,C006,Central
a8062873,2023-01-20,2023-01-24,Delivered,Ahmedabad,C002,South
0939f36e,2023-05-06,2023-05-08,Delivered,Delhi,C003,East
b36c74c4,2023-03-24,2023-03-25,Cancelled,Hyderabad,C004,East
da6001e2,2023-03-03,2023-03-07,Delayed,Hyderabad,C003,Central
ed263fe7,2023-03-26,2023-03-28,Cancelled,Ahmedabad,C002,East
87e908e0,2023-03-13,2023-03-16,Delivered,Bangalore,C003,Central
8131b63d,2023-01-13,2023-01-15,Delivered,Ahmedabad,C006,North
aee75693,2023-05-10,2023-05-14,Delayed,Kolkata,C009,East
bda1e5f5,2023-02-27,2023-03-02,Delivered,Pune,C004,West
e1a775e4,2023-05-21,2023-05-24,Delayed,Delhi,C006,South
e93eff29,2023-06-14,2023-06-18,Delivered,Bangalore,C001,Central
7b91a81b,2023-04-07,2023-04-12,Delivered,Delhi,C006,East
117f56e2,2023-04-14,2023-04-18,Delivered,Mumbai,C003,East
39862c52,2023-03-02,2023-03-07,Delivered,Chennai,C009,Central
ca569e34,2023-01-21,2023-01-22,Delivered,Chennai,C004,West
191c52b9,2023-04-28,2023-05-01,Delivered,Delhi,C007,East
b576f10a,2023-04-24,2023-04-28,Cancelled,Bangalore,C004,North
6e950b60,2023-05-27,2023-06-01,Delivered,Ahmedabad,C006,South
5ea54915,2023-04-25,2023-04-26,Delivered,Hyderabad,C007,Central
5dd14eec,2023-01-23,2023-01-25,Delayed,Kolkata,C002,East
c44f61bf,2023-05-08,2023-05-13,Delivered,Delhi,C010,South
8c6f23c2,2023-04-25,2023-04-27,Delivered,Delhi,C006,Central
b2b1b342,2023-03-22,2023-03-24,Delayed,Kolkata,C008,Central
1923a0a5,2023-01-31,2023-02-03,Delivered,Ahmedabad,C006,Central
a6b65f5c,2023-05-08,2023-05-11,Delayed,Pune,C002,West
52c411fb,2023-06-17,2023-06-20,Delayed,Hyderabad,C004,North
0b625e24,2023-01-05,2023-01-10,Cancelled,Delhi,C001,Central
877b545a,2023-01-27,2023-01-28,Delivered,Mumbai,C007,West
34fee34f,2023-04-14,2023-04-19,Delivered,Hyderabad,C008,Central
57a9a232,2023-04-16,2023-04-21,Delivered,Mumbai,C010,Central
ea4c117a,2023-01-10,2023-01-14,Delivered,Chennai,C002,West
68ab2dc7,2023-05-23,2023-05-24,Delayed,Kolkata,C010,North
49b29c17,2023-05-21,2023-05-23,Delivered,Hyderabad,C005,South
d1739ad8,2023-01-01,2023-01-03,Delivered,Pune,C008,East
da7f991d,2023-01-24,2023-01-28,Delayed,Hyderabad,C008,Central
78e1391c,2023-06-04,2023-06-06,Delivered,Bangalore,C005,North
f41d46c7,2023-06-08,2023-06-09,Delivered,Bangalore,C008,East
5e49e3c6,2023-06-13,2023-06-15,Delivered,Kolkata,C006,Central
91a8f410,2023-03-19,2023-03-22,Delayed,Pune,C005,East
a158b583,2023-05-11,2023-05-15,Delivered,Hyderabad,C004,West
ccf2833c,2023-05-24,2023-05-25,Delayed,Ahmedabad,C005,North
6bdadc01,2023-02-22,2023-02-25,Delivered,Chennai,C004,North
0d131242,2023-06-17,2023-06-21,Delayed,Pune,C001,South
a26fdcd9,2023-06-21,2023-06-23,Delayed,Delhi,C003,South
6b0f4c32,2023-04-27,2023-05-01,Delivered,Kolkata,C008,East
d6e3360e,2023-03-29,2023-03-31,Delivered,Ahmedabad,C007,West
6c744d10,2023-04-04,2023-04-07,Delivered,Pune,C007,East
09114211,2023-01-14,2023-01-17,Delayed,Kolkata,C003,Central
44c47cc9,2023-02-27,2023-03-03,Delivered,Pune,C009,North
6dde0006,2023-04-27,2023-05-01,Delivered,Bangalore,C006,East
43c8a06d,2023-03-26,2023-03-27,Delivered,Chennai,C008,East
4e3a2e27,2023-05-24,2023-05-27,Delivered,Kolkata,C008,North
aaaf5aa9,2023-06-08,2023-06-12,Delivered,Chennai,C003,North
907338ef,2023-06-03,2023-06-05,Delivered,Kolkata,C004,South
a49e0667,2023-05-02,2023-05-04,Delivered,Bangalore,C006,South
e88f221a,2023-06-18,2023-06-22,Delayed,Delhi,C002,North
2f391a86,2023-04-04,2023-04-09,Delivered,Ahmedabad,C007,East
d60a2fe7,2023-04-26,2023-04-27,Delivered,Bangalore,C002,Central
44fed79d,2023-01-30,2023-02-03,Cancelled,Kolkata,C005,East
9fc6dccd,2023-01-25,2023-01-26,Delayed,Chennai,C004,Central
f44101df,2023-06-18,2023-06-21,Delayed,Mumbai,C009,North
73b03cf5,2023-02-26,2023-02-27,Delivered,Bangalore,C002,Central
9c9884ce,2023-01-01,2023-01-05,Delivered,Chennai,C007,South
b1b5bce8,2023-03-29,2023-03-30,Delivered,Pune,C007,North
5b7e7b96,2023-04-01,2023-04-03,Delayed,Pune,C007,West
9a4c51b7,2023-06-12,2023-06-15,Delivered,Bangalore,C001,Central
e2d7ff83,2023-03-16,2023-03-18,Delivered,Kolkata,C008,Central
3710becb,2023-05-21,2023-05-26,Delivered,Pune,C002,West
4825de28,2023-05-14,2023-05-19,Delivered,Chennai,C005,West
a046c4df,2023-04-06,2023-04-10,Delivered,Ahmedabad,C002,North
594cc6c3,2023-06-29,2023-07-03,Delivered,Delhi,C005,East
3606bae6,2023-01-28,2023-01-29,Delivered,Chennai,C007,West
b62e8c26,2023-01-12,2023-01-16,Delivered,Pune,C006,Central
632462a5,2023-02-12,2023-02-16,Cancelled,Pune,C005,West
715c74e6,2023-05-07,2023-05-11,Delayed,Hyderabad,C004,North
1f74d27d,2023-02-05,2023-02-06,Delayed,Mumbai,C008,North
e5324c9f,2023-04-15,2023-04-18,Delayed,Kolkata,C008,Central
64bf400f,2023-01-28,2023-02-01,Delivered,Chennai,C001,Central
6a1a591a,2023-03-07,2023-03-10,Delivered,Pune,C010,Central
006b650b,2023-06-06,2023-06-07,Delivered,Kolkata,C002,East
0ad3431e,2023-02-20,2023-02-25,Delivered,Bangalore,C003,Central
048e7951,2023-02-18,2023-02-22,Delivered,Bangalore,C001,North
90595392,2023-01-31,2023-02-05,Delivered,Chennai,C003,North
64e1b444,2023-04-11,2023-04-14,Delivered,Hyderabad,C010,West
f3e1da6a,2023-02-25,2023-03-01,Delivered,Pune,C008,Central
1ff7f6d8,2023-04-28,2023-05-01,Delivered,Chennai,C004,East
9adead7f,2023-02-18,2023-02-23,Delivered,Delhi,C007,South
1bb1ca08,2023-03-28,2023-03-31,Delayed,Hyderabad,C007,West
a6935d2f,2023-01-28,2023-01-29,Delivered,Pune,C005,East
b14367d2,2023-04-17,2023-04-19,Delivered,Pune,C001,Central
784eb9b0,2023-01-12,2023-01-16,Delivered,Kolkata,C010,East
e676f8d8,2023-06-12,2023-06-17,Delivered,Chennai,C004,South
c39c5d74,2023-06-22,2023-06-26,Delivered,Pune,C007,East
21fa0455,2023-05-31,2023-06-01,Delivered,Kolkata,C005,South
00ce324f,2023-02-01,2023-02-03,Delivered,Pune,C002,South
3746f388,2023-04-26,2023-04-27,Delivered,Mumbai,C008,South
06a05028,2023-04-28,2023-05-01,Delayed,Hyderabad,C002,East
0535be31,2023-06-18,2023-06-23,Delayed,Chennai,C008,Central
0f92acce,2023-05-31,2023-06-03,Delivered,Mumbai,C002,North
ea54def2,2023-05-10,2023-05-12,Delivered,Chennai,C005,North
0c5f93b1,2023-02-04,2023-02-09,Delayed,Delhi,C004,East
3af3af10,2023-05-08,2023-05-13,Delivered,Bangalore,C001,Central
4caf1bf1,2023-01-02,2023-01-06,Delivered,Ahmedabad,C008,North
84067cb6,2023-05-16,2023-05-20,Delivered,Kolkata,C010,South
f958c16f,2023-01-13,2023-01-14,Delayed,Chennai,C003,East
e54d5e75,2023-05-22,2023-05-26,Delivered,Hyderabad,C004,East
f81f68a4,2023-04-21,2023-04-24,Delivered,Chennai,C004,West
cdd2a8cf,2023-05-30,2023-05-31,Delayed,Chennai,C005,West
0deda351,2023-05-04,2023-05-05,Delivered,Chennai,C003,West
f20484f4,2023-05-11,2023-05-15,Delivered,Ahmedabad,C009,Central
9572effd,2023-02-15,2023-02-19,Cancelled,Pune,C004,East
