Order_ID,Distance_km,Fuel_Charge,Total_Delivery_Cost
923754c7,10.77,20.37,49.47
fb033f97,9.64,18.23,66.43
dc112817,24.7,46.71,94.8
3e5f987f,23.4,44.25,86.18
63e140ae,39.69,75.06,102.78
79e20f50,41.54,78.56,101.21
c1c73035,35.63,67.38,85.42
65157c3a,41.9,79.24,98.54
e6e1b416,7.22,13.65,63.26
46dafdd1,23.97,45.33,76.54
94f7b444,15.75,29.78,40.27
68ebe228,14.09,26.65,38.42
4bc68a29,36.21,68.48,96.83
b9567370,41.9,79.24,106.98
aee44013,7.51,14.2,40.42
32ddca70,7.96,15.05,57.99
e91886c7,32.69,61.82,99.95
b45ef590,8.93,16.89,31.19
1ee7c7cf,38.88,73.53,98.04
ce363148,41.78,79.01,112.88
6e80777c,27.1,51.25,76.55
b32e2bc3,45.6,86.23,104.56
280c4623,2.98,5.64,40.76
0ec95136,12.87,24.34,58.43
c6cbaf26,39.1,73.94,122.92
36b7f9c6,47.95,90.68,123.12
905f8fb6,48.11,90.98,135.95
9757a03b,2.02,3.82,51.79
557879ee,32.33,61.14,88.53
fa8bd9d1,3.31,6.26,18.38
89ed6d5b,35.62,67.36,83.1
1d2879e8,38.87,73.51,103.67
37a4a63a,43.17,81.64,127.36
c60b510c,27.41,51.84,88.01
3103d9d8,42.81,80.96,99.02
f083a219,46.34,87.63,125.67
4c583659,27.59,52.18,97.95
090b1305,27.16,51.36,62.57
629b85ab,26.28,49.7,69.41
5cdf5f63,26.22,49.58,65.71
b802f377,39.18,74.09,115.45
36dbbe52,5.23,9.89,55.55
62c6dd5a,23.72,44.86,77.04
ddd8fd9c,27.15,51.34,95.27
09688cbe,12.29,23.24,59.52
2a4ec454,27.98,52.91,89.18
e0e4d07c,23.87,45.14,78.33
b8fe38df,37.4,70.73,82.73
b054470f,18.96,35.86,83.34
13d2c072,47.59,90.0,114.23
eae11132,21.86,41.34,83.44
5108210e,32.28,61.04,103.44
ce4fd332,12.64,23.9,72.53
7b865059,35.06,66.3,89.37
19288e8f,26.66,50.42,100.32
1545ff09,18.43,34.85,56.87
a4f57630,18.7,35.36,63.41
d49e5e02,20.02,37.86,76.11
308c7620,23.0,43.5,59.7
25eb221f,13.89,26.27,46.92
74602f7b,15.32,28.97,68.09
8448a425,48.0,90.77,139.75
e3426a9e,16.46,31.13,70.44
c091aa31,32.09,60.69,105.18
ee374a26,18.58,35.14,46.64
107fa38b,40.92,77.38,110.46
d9f1611a,35.41,66.96,113.52
effe9c78,17.75,33.57,70.87
42b23bd6,36.4,68.84,105.9
dfa01543,38.32,72.47,90.59
27f7b22b,8.64,16.34,60.79
ca7c6aad,29.75,56.26,100.86
4e2409bf,40.77,77.1,111.66
8a264170,4.42,8.36,35.42
becc2671,26.38,49.89,92.86
6d56d99e,42.31,80.01,108.61
1417d0a8,47.73,90.26,133.16
18bf0be1,33.49,63.33,92.73
8ab24472,17.73,33.53,66.72
e111284b,31.03,58.68,98.6
ead030e6,3.31,6.26,26.86
a6ecc41a,23.88,45.16,65.03
bc358327,36.91,69.8,106.51
f94647c3,3.74,7.07,55.23
eb3ddbb6,30.96,58.55,86.39
58f38c82,30.24,57.19,103.12
25a3a2bd,11.1,20.99,51.72
60c2cf0a,29.32,55.45,104.41
a9b66d1a,21.65,40.94,82.62
deec260b,24.98,47.24,91.62
adaf7b82,17.62,33.32,70.5
e843868e,40.9,77.35,122.09
568bdc89,19.55,36.97,70.68
d6277ab8,39.96,75.57,108.26
4b8fc8ff,5.68,10.74,55.69
856fa6ea,15.37,29.07,39.67
0a19dde8,21.33,40.34,69.49
72a6a1c8,21.42,40.51,85.31
c55d7ab6,23.18,43.84,61.69
41f605bf,33.31,62.99,111.31
bf601cac,29.55,55.88,95.5
ba97946d,27.01,51.08,91.58
d39ba12b,42.21,79.82,116.44
56a4cfc3,11.42,21.6,49.5
89295c02,43.29,81.87,110.31
d6b1a9da,40.95,77.44,121.0
8f1e2f41,11.39,21.54,37.11
890bee7a,31.96,60.44,91.32
3515ae00,12.72,24.05,46.45
ffa11cb0,47.26,89.37,138.74
6b921161,25.66,48.53,58.68
890accff,11.78,22.28,34.83
a3d0f587,32.53,61.52,110.22
6b52ec60,35.95,67.99,99.74
6a52f71b,31.04,58.7,74.24
0655051e,13.6,25.72,53.67
3cf7228c,37.29,70.52,93.43
daf5ce33,46.62,88.16,134.61
d03da41b,47.7,90.21,127.71
88714046,34.62,65.47,80.69
cf00743f,42.33,80.05,111.51
8a7d70b4,48.97,92.61,107.99
8292346a,4.08,7.72,44.33
89fbb16c,24.9,47.09,86.18
6d68708f,15.99,30.24,62.73
4cebddb7,24.79,46.88,95.52
4faf5e73,46.01,87.01,134.78
d49e3f65,49.2,93.04,111.28
3e23d210,45.44,85.93,95.94
992e0f40,11.46,21.67,58.18
fd5d0430,40.54,76.67,105.7
2e348d49,41.25,78.01,101.4
e252cd1c,29.81,56.37,103.05
22e7a4d6,36.31,68.67,117.81
6f9781ca,45.46,85.97,133.19
8ae3e1e9,49.72,94.03,124.04
c5808f8d,3.92,7.41,45.54
431bdcbc,14.34,27.12,43.98
ce53f7b1,46.86,88.62,136.65
c33e3b91,17.8,33.66,55.01
daac4ec9,7.11,13.45,31.16
013a9a6c,17.04,32.22,44.63
82dcb1de,26.89,50.85,82.86
b80f13bc,20.53,38.82,86.76
bcdfb81e,39.84,75.34,90.76
8f888261,31.33,59.25,74.08
2172d5b0,22.88,43.27,64.17
5cb59680,49.87,94.31,130.93
4ea9092d,44.53,84.21,116.12
5ea110ca,43.39,82.06,95.91
b4fa63b6,29.23,55.28,82.97
5786eeff,39.44,74.59,87.27
9adce521,18.12,34.27,78.35
d7c2b499,17.83,33.72,48.0
07da8103,44.82,84.76,113.61
f92c62c8,30.65,57.96,88.38
8c1b73fc,18.49,34.97,66.18
5d802913,42.58,80.52,114.89
91b50fd6,23.24,43.95,82.01
c8a21ce8,21.2,40.09,50.26
c2907f13,3.26,6.17,17.41
85dc465c,34.59,65.41,99.87
08b5ed7e,27.57,52.14,69.43
a4c3b8c1,16.97,32.09,75.36
087be02e,8.69,16.43,51.53
a559d056,10.76,20.35,69.57
c87eeb95,12.79,24.19,63.31
3bebc929,43.53,82.32,95.95
d3cd4c69,25.07,47.41,64.25
afe93790,35.38,66.91,78.77
b5b91954,24.14,45.65,85.3
1b26aa81,24.74,46.79,61.86
d2ce3a42,41.46,78.41,114.96
f14e783f,39.02,73.79,106.01
781394e8,13.14,24.85,60.18
261afd50,32.03,60.57,90.92
44b65603,34.65,65.53,76.05
b98338c5,21.43,40.53,60.66
953f0c36,5.28,9.99,55.39
2cc049b0,19.83,37.5,84.67
4791cc4a,19.2,36.31,50.2
7a1f4cdd,35.15,66.47,114.58
7f3ff209,40.86,77.27,114.09
8b714ea4,21.01,39.73,86.63
e517707a,32.99,62.39,88.44
69eaf888,32.86,62.14,76.21
387b7875,33.11,62.61,84.71
0f29d9ad,28.61,54.1,91.69
286d85de,32.2,60.89,102.7
5020dfab,43.65,82.55,94.55
fb5d5eba,46.25,87.46,116.94
b4a02f51,6.41,12.12,24.69
69942cb0,2.56,4.84,49.38
19e9a024,26.91,50.89,79.94
f5852307,21.81,41.25,87.84
cac70ca6,23.66,44.74,57.88
ed556c5d,24.01,45.41,68.63
8d41cf58,44.97,85.04,122.1
460780e6,32.56,61.57,83.31
a2fe4ff2,23.23,43.93,87.59
9ff66304,23.83,45.07,94.54
115d7fd1,42.54,80.45,101.7
6d5e4a4b,12.42,23.49,47.93
478edbfb,2.71,5.12,53.81
c3927948,24.95,47.18,71.5
7fcbc547,48.1,90.96,123.2
39089455,41.09,77.71,118.48
c8b36588,21.6,40.85,68.38
9275982e,10.4,19.67,44.57
481325fb,29.37,55.54,85.36
5ad93cef,44.23,83.64,124.82
10f1dbc5,36.43,68.89,91.38
04402263,27.93,52.82,76.85
4dae6bd3,37.27,70.48,88.05
f501ceb6,48.3,91.34,129.4
fd6a99e7,28.53,53.95,99.93
89fbbde2,28.66,54.2,71.63
2ec40bae,24.97,47.22,58.6
722ab735,29.2,55.22,80.47
40836c06,32.49,61.44,87.85
2ab48213,11.81,22.33,58.16
299d4ba6,29.27,55.35,68.77
dc1fd8d2,2.65,5.01,47.87
fe97b4dc,47.02,88.92,121.88
bb9385bf,3.82,7.22,39.06
ff64ab82,47.99,90.75,113.4
60f96f55,48.51,91.74,116.35
83c4d7ad,27.29,51.61,63.83
8559cc93,17.96,33.96,74.11
f8cb4a51,10.88,20.58,54.77
9b35e359,9.78,18.5,67.56
8d4414ca,13.42,25.38,49.52
594e2171,24.86,47.01,83.66
e88c9d96,37.66,71.22,118.0
7ac50138,21.14,39.98,78.45
f8f785cc,39.49,74.68,86.29
914851c3,29.1,55.03,90.32
0134d636,2.93,5.54,37.36
601a9642,8.33,15.75,45.72
7130da27,29.47,55.73,87.85
6570448e,9.74,18.42,46.84
58a62e84,31.2,59.0,96.67
1adb7178,23.37,44.2,54.8
e36adfac,35.12,66.42,83.96
6490018f,15.99,30.24,54.86
8163c668,41.44,78.37,106.48
a9b5998e,20.67,39.09,54.31
f0dfe269,40.24,76.1,118.91
058ebec2,2.93,5.54,52.72
e55fdb7e,20.87,39.47,79.52
315a7040,12.57,23.77,70.92
ea9d337e,23.3,44.06,83.79
0ac89f58,47.45,89.73,117.37
0bd3e23b,9.63,18.21,43.94
0a999bf8,6.22,11.76,28.42
c674bdca,4.81,9.1,22.56
ad452641,7.92,14.98,33.76
5f9ac0a8,4.97,9.4,40.69
a0b42356,34.87,65.94,81.34
94dc2240,7.64,14.45,62.5
5642c723,11.48,21.71,40.45
b9a0423c,32.99,62.39,105.74
7af3c8df,23.42,44.29,87.04
716c3ec9,4.62,8.74,24.39
5ab15012,48.59,91.89,130.32
9460ff9f,30.8,58.25,101.21
07d8bfe7,31.46,59.49,104.86
57b4f327,42.92,81.17,129.33
886d60e9,45.64,86.31,133.51
cffdefd5,4.74,8.96,31.41
8bc17825,5.28,9.99,30.7
c31b4631,39.27,74.26,100.16
81b4e4f5,35.4,66.95,95.55
f4050bfc,12.41,23.47,42.83
a3991e2a,17.42,32.94,46.38
a768ff2a,31.33,59.25,95.51
1dcd940c,39.87,75.4,92.37
f8ad3ce9,30.95,58.53,105.13
57105121,40.01,75.66,97.17
5b078050,12.97,24.53,42.44
873b4824,17.89,33.83,51.6
dfc81f2a,6.88,13.01,34.59
f1d1281a,49.27,93.17,127.66
2f4d3c62,40.83,77.21,126.34
557bde7b,36.36,68.76,98.21
257e7341,11.35,21.46,55.45
2300fcfc,35.54,67.21,110.91
4e7d0f3e,43.4,82.07,105.43
8aedb6f1,40.9,77.35,94.55
5163622e,38.22,72.28,99.63
6f7aefc2,20.58,38.92,61.67
25a33d46,38.81,73.39,118.04
9abaf18b,25.26,47.77,96.89
1fd1e17d,21.42,40.51,78.04
d1b741b8,48.31,91.36,127.51
05f91656,9.04,17.1,55.67
d6b44375,43.51,82.28,110.99
ed39794c,17.46,33.02,68.17
88c3b682,26.79,50.66,63.51
3e86fb9a,19.42,36.73,66.47
57146a6e,26.15,49.45,72.74
0e62ac2d,41.28,78.06,90.19
1dd63d39,10.78,20.39,52.18
dc919e54,38.23,72.3,96.71
8cba3e80,23.4,44.25,77.87
bd98a547,46.88,88.66,119.19
fc0c81b6,28.26,53.44,74.49
a4351de8,3.99,7.55,39.15
47243588,45.69,86.4,111.55
0083183c,46.38,87.71,134.55
3b5d43a3,10.64,20.12,45.15
15de4927,48.69,92.08,103.69
9c2bba31,23.4,44.25,84.79
50d1be28,45.89,86.78,135.33
e6fd6841,19.48,36.84,53.62
eaa2c781,3.09,5.84,54.75
11307b33,40.16,75.95,110.64
17f694aa,44.52,84.19,128.09
897d69d0,9.81,18.55,47.47
46afb238,28.59,54.07,88.97
74ebaaaf,41.91,79.26,122.9
86c64808,24.15,45.67,94.98
8d6ce514,39.84,75.34,92.73
70dd1cf7,32.63,61.71,107.66
cf735ad5,36.6,69.21,105.9
b4b73bb3,46.1,87.18,135.05
9f85ffc8,22.01,41.62,64.34
9db260c5,39.01,73.77,93.47
c00e4d39,36.21,68.48,93.1
a3627f60,23.07,43.63,89.01
84fa2235,20.3,38.39,66.78
f3ad966e,44.31,83.79,131.85
46bc6798,11.83,22.37,42.06
ac9cc41b,17.29,32.7,51.52
3bba087c,48.78,92.25,129.39
5e3742ed,15.31,28.95,50.62
601aa513,43.88,82.98,98.15
dfc8f32a,19.83,37.5,62.54
833f82b1,28.46,53.82,74.47
a11e2282,21.12,39.94,66.46
81d984b4,12.62,23.87,41.33
222b9144,35.17,66.51,114.79
3e77a4a4,48.4,91.53,133.6
f69e6129,44.85,84.82,128.46
178d856d,49.29,93.21,115.12
9ce997ed,35.17,66.51,110.78
011c2275,3.65,6.9,40.53
2532bbcb,28.6,54.09,66.36
a786639c,31.88,60.29,76.42
6ac10e86,7.77,14.69,42.53
8087b3a6,41.76,78.97,104.72
beb46d3f,37.04,70.05,111.86
c698bb30,23.52,44.48,89.43
e3482535,16.02,30.3,74.9
986a1e40,12.65,23.92,48.93
2d64f8f3,48.29,91.32,126.75
19b30cdd,40.5,76.59,106.47
5ed60c27,35.28,66.72,112.28
467d6e86,47.52,89.87,135.43
c256cadc,11.77,22.26,34.41
7c3b52f0,43.17,81.64,114.53
f373ec89,30.01,56.75,86.89
a6453884,46.79,88.48,129.3
2a1103ba,33.71,63.75,81.58
95a0fd21,37.59,71.09,108.89
4734fb70,12.67,23.96,63.5
2c9a61ba,18.56,35.1,46.17
12b44909,16.51,31.22,58.47
8ff6983c,35.32,66.79,115.95
2fd70870,21.74,41.11,63.13
928e5732,43.28,81.85,127.23
25efa760,12.2,23.07,56.55
0bb9597f,40.19,76.0,97.86
7c8715d7,41.04,77.61,121.05
66d53190,32.14,60.78,110.41
cb4af267,9.12,17.25,56.93
6404a290,17.68,33.43,45.88
1bb63dc6,21.09,39.88,51.98
d07d84b6,24.34,46.03,75.69
f8a6cb4e,37.36,70.65,80.89
e1ac3a0f,18.24,34.49,71.53
1e01fa46,2.87,5.43,16.08
d5684044,43.57,82.4,131.32
7122bcf3,22.75,43.02,88.25
4fea4c96,15.58,29.46,72.08
d30e6b00,41.32,78.14,120.64
1187d3d1,44.18,83.55,126.93
d046885d,37.09,70.14,97.51
01503b50,19.01,35.95,77.62
bf958c4a,13.09,24.75,49.44
ef5360cf,36.21,68.48,112.42
960305e9,4.76,9.0,43.72
8903bff2,20.77,39.28,63.61
9a1b729a,38.42,72.66,112.48
f1a192b4,30.08,56.88,76.59
5b159244,37.22,70.39,118.98
5ccf087b,29.5,55.79,92.38
60f2ba4d,13.5,25.53,51.58
b7d444db,25.19,47.64,79.67
364539be,39.11,73.96,113.46
81148dc9,13.06,24.7,66.59
0c6cf0dd,48.22,91.19,140.19
138bd976,11.74,22.2,40.56
cc78b6cf,2.68,5.07,35.25
5dddccf1,39.35,74.42,88.08
a60214b5,46.56,88.05,101.34
d6a986ad,13.84,26.17,40.34
0a095d2e,9.44,17.85,38.23
f5476558,12.75,24.11,61.96
5af7f023,32.14,60.78,105.23
4e2ad903,29.79,56.34,83.78
0a33fb2d,31.82,60.18,92.39
1608c029,2.37,4.48,22.73
1fb15d8c,9.54,18.04,59.68
9a2a6867,13.68,25.87,71.4
1f1b6af3,35.46,67.06,96.48
c5d8fc17,31.22,59.04,75.47
01abd6d6,31.95,60.42,70.62
dbe840f5,29.39,55.58,87.04
06fa8aa0,37.74,71.37,101.28
aa908ce2,47.2,89.26,136.29
a68d278b,34.33,64.92,76.38
54fe1ce2,37.76,71.41,87.37
11201fdd,31.19,58.98,76.89
185367e4,40.29,76.19,108.07
09540d87,47.26,89.37,110.76
f6f7b2f3,31.04,58.7,76.93
9bf89c33,10.69,20.22,50.8
47f8ae5d,38.97,73.7,85.33
17c31e95,33.24,62.86,111.87
32dd9f50,46.81,88.52,132.96
77cb25a2,15.06,28.48,49.36
af2a5c5c,48.56,91.83,115.28
9208880a,28.49,53.88,73.72
4448934b,48.27,91.28,138.42
024ed9f6,39.63,74.94,111.07
118ac352,43.57,82.4,113.25
7d4ff42f,17.54,33.17,63.51
84973944,12.53,23.7,40.34
71190e40,31.96,60.44,108.95
f2dfb7d5,19.97,37.77,84.35
f510e60f,49.32,93.27,141.37
01ef8e09,25.78,48.75,70.39
b2c665eb,7.3,13.81,42.88
40e2db6d,25.94,49.06,79.82
92fbe0ad,27.68,52.35,81.94
87863180,2.23,4.22,14.99
e1c465f5,13.78,26.06,69.39
f6cb6cb3,2.06,3.9,43.76
821eec45,28.93,54.71,83.7
990c4d0f,16.02,30.3,51.0
36d185ab,10.31,19.5,54.9
73956823,42.25,79.9,95.43
f2a2b011,3.44,6.51,56.4
99d15d9e,35.2,66.57,81.58
1655b9fb,29.5,55.79,68.13
27aef1b6,39.03,73.81,108.31
a0fb8c46,8.35,15.79,44.33
369c12ce,43.84,82.91,121.67
20c0f3ca,17.44,32.98,48.1
69884e92,2.41,4.56,29.11
1061dc63,33.52,63.39,93.43
c4603093,43.25,81.79,109.67
8629aba4,18.98,35.89,69.21
0ff4e875,27.32,51.67,65.74
904dee42,21.79,41.21,71.36
9793d396,4.04,7.64,39.83
18f0ec59,38.15,72.15,117.39
57bb3755,47.19,89.24,122.08
23592f54,22.16,41.91,73.8
61c1e881,8.93,16.89,59.37
e44ee962,26.24,49.62,62.22
5435b9e9,45.43,85.91,121.83
43536a05,31.08,58.78,101.25
bfcb8aa6,12.19,23.05,36.83
1b463de8,28.55,53.99,96.45
ffd803b6,17.69,33.45,74.94
235d03c1,3.13,5.92,15.96
67fee793,45.85,86.71,106.56
d34062ff,40.13,75.89,91.94
f028cb17,46.36,87.67,118.12
b2cc1605,34.77,65.75,112.31
34539dfc,23.59,44.61,78.72
a3f80892,25.67,48.54,82.61
9eeaa036,11.82,22.35,37.26
55f80b6b,20.54,38.84,75.5
dd3aba65,9.86,18.65,64.18
c619dfe0,24.73,46.77,73.94
ad2437e3,33.0,62.41,99.68
f471d135,14.32,27.08,48.88
540995c6,47.3,89.45,110.21
c1cb9f59,33.05,62.5,79.9
fa5ff71b,12.56,23.75,43.41
2cc7fd51,10.02,18.95,42.66
dfb8ec41,10.16,19.21,51.88
47e6b616,48.75,92.19,133.42
17152abe,13.36,25.27,46.85
9d575286,10.08,19.06,35.78
d8da2b1e,9.87,18.67,46.66
e6e0a7d4,18.53,35.04,76.62
afbf086e,31.54,59.65,85.22
1a72b79f,5.8,10.97,57.5
24e167d3,9.65,18.25,38.17
9563934c,48.87,92.42,132.75
5d7397c1,31.65,59.85,88.56
8889be75,8.7,16.45,30.74
af60c13d,28.4,53.71,74.95
37121612,13.57,25.66,69.99
ee672abd,48.73,92.15,102.39
24c0d919,20.66,39.07,79.32
46329a4b,8.83,16.7,59.16
b10dba47,31.42,59.42,74.21
4d672e4c,8.59,16.24,64.73
b69fe468,26.87,50.81,95.7
c8989a6b,42.91,81.15,98.29
4429b7f2,18.6,35.17,54.83
71597a2e,24.92,47.13,89.87
2cc6081d,7.2,13.62,45.47
ea43b70b,33.02,62.44,109.34
cad4cde0,7.38,13.96,63.13
9a93240c,17.69,33.45,57.19
db3f076f,42.38,80.15,94.03
3ea6c9ab,9.2,17.4,55.54
f399145e,42.33,80.05,126.97
31d373bc,32.27,61.03,77.63
c848cb56,8.77,16.59,66.01
b5f0a58b,10.09,19.08,36.91
2d40cbf4,33.83,63.98,77.43
aed62703,37.0,69.97,99.8
b29b6eae,33.48,63.31,105.53
8ea6eec8,36.27,68.59,92.77
a35ce63f,19.36,36.61,59.88
a22be538,2.07,3.91,21.79
10f29a5f,27.39,51.8,101.24
bfce164d,30.54,57.75,81.42
b8e61db2,35.01,66.21,102.87
862ab2ef,13.1,24.77,40.07
9b3f48c5,10.17,19.23,47.22
664618f3,41.85,79.14,120.97
ef5b05e4,42.38,80.15,128.96
d4641d3c,49.41,93.44,110.53
066b6f0a,18.31,34.63,48.42
8c835639,4.83,9.13,58.63
2882e528,24.84,46.98,79.15
05059b0e,25.03,47.33,71.15
8f455741,3.75,7.09,55.5
e002c950,29.6,55.98,81.59
429aab5f,14.52,27.46,46.74
47b6bb22,7.72,14.6,56.74
04abbb05,31.03,58.68,81.24
795ba4d8,15.55,29.41,52.29
0a328c46,28.96,54.77,82.57
e29a0a29,2.73,5.16,42.88
716379d5,19.58,37.03,80.7
79ff799c,43.54,82.34,101.39
3e90d303,33.21,62.8,87.3
ba2e16c9,43.64,82.53,112.38
debe03f8,37.54,70.99,82.01
f5fbd544,36.55,69.12,107.0
3af3f4c4,43.76,82.75,115.39
3c1ece36,2.94,5.56,20.9
87a87b44,22.16,41.91,57.12
160418b6,48.1,90.96,136.77
3187dcb1,10.5,19.86,57.19
3aaa2ac9,33.38,63.13,88.65
3e3d0189,39.93,75.51,99.03
c322e0e4,46.81,88.52,111.19
04f7d453,43.85,82.93,119.12
8cbd01dd,34.48,65.21,82.36
f40dd294,36.14,68.34,117.84
66c4c557,18.47,34.93,72.41
4a5735ff,12.75,24.11,39.19
586a1a57,48.01,90.79,106.31
c367db4d,48.83,92.34,128.27
c3287cdb,22.38,42.32,67.65
789cfe53,21.72,41.07,77.47
a502869f,23.68,44.78,83.68
47a4b467,24.15,45.67,77.19
4ef9770c,42.42,80.22,100.48
62bfdd01,22.67,42.87,74.92
08213ce0,44.35,83.87,110.74
2496ac2f,35.37,66.89,112.5
e32ba217,48.34,91.42,131.03
38aeb962,34.38,65.02,99.78
cc62c9a6,21.78,41.19,52.78
37582ed0,46.06,87.1,136.71
38a36bb6,13.03,24.64,57.29
276ba398,48.32,91.38,111.74
597369e9,4.08,7.72,41.38
a24c87ad,32.77,61.97,104.69
47f88031,2.88,5.45,36.99
ef8c1613,11.79,22.3,63.38
632ed283,24.27,45.9,72.42
0011c1da,9.6,18.15,51.75
c1f824a6,49.46,93.53,120.42
74a50c22,39.1,73.94,105.05
83c3e71e,42.84,81.01,97.71
f8c553f2,49.0,92.66,126.61
b42b39cf,34.39,65.04,114.2
22ce871c,14.8,27.99,68.58
41907cd1,38.33,72.49,95.29
35f28ec3,30.05,56.83,101.38
a3f886d4,14.84,28.06,73.89
e7a46eed,19.63,37.12,54.19
6cfae0fb,31.18,58.96,71.09
75cc06bf,20.98,39.68,72.58
659ba6de,13.29,25.13,54.17
3d741f0f,22.64,42.81,81.4
6a2bc096,13.21,24.98,46.7
06156734,44.01,83.23,108.44
b3ea0264,35.32,66.79,87.34
b8423650,20.07,37.95,59.64
dca01b1e,47.38,89.6,99.97
a597930d,20.67,39.09,69.52
b64c133f,29.57,55.92,84.85
6b34b3e4,26.57,50.25,74.48
38ceb2f0,7.85,14.85,46.46
0b2fe18c,22.34,42.25,67.92
7f8a26e6,5.72,10.82,38.12
66634182,10.19,19.27,29.35
771bba55,39.8,75.27,87.92
9ba95be8,16.53,31.26,47.29
e319e304,6.27,11.86,29.22
7173494a,36.51,69.04,97.13
101d758a,40.52,76.63,121.63
81fc3855,29.75,56.26,82.5
34876450,45.95,86.9,121.99
fc41d1d3,42.77,80.88,91.91
242a6b2e,28.53,53.95,98.14
55e9a3fd,37.38,70.69,85.22
18dce94a,17.8,33.66,55.03
fccd8382,32.54,61.54,104.21
f4e48bb0,48.89,92.46,113.06
a96f76b2,40.39,76.38,96.7
c8ab58ff,19.98,37.78,71.9
2e6e5c63,46.75,88.41,134.54
8ee48f89,41.61,78.69,97.24
410a8568,3.79,7.17,42.0
03e26edc,37.81,71.5,105.51
56c7d838,48.87,92.42,128.8
9fa0de54,17.25,32.62,80.49
affb169a,15.22,28.78,45.42
f908f0f9,32.72,61.88,98.05
8e0d0904,7.29,13.79,31.09
9ad9f302,34.4,65.05,87.62
a51d63f2,12.88,24.36,49.96
ca505d0a,23.67,44.76,88.18
06b7d7ba,44.81,84.74,96.89
82a4d2e4,40.25,76.12,115.47
3101349e,7.18,13.58,60.08
fb2cb942,38.55,72.9,86.07
9a2d9682,21.76,41.15,82.78
189031c8,49.73,94.04,108.35
4146c04c,16.39,31.0,79.51
cd0789c3,24.59,46.5,89.11
4896fa11,18.38,34.76,72.56
bd80603e,30.14,57.0,89.0
d3b78e9c,14.76,27.91,74.74
23ca246a,45.81,86.63,101.39
853b61f3,31.62,59.8,74.67
9743fe04,47.25,89.35,132.25
26dd59ee,34.66,65.55,94.84
ecf60244,10.92,20.65,64.45
b979b94f,2.74,5.18,30.81
ec291e4a,21.56,40.77,68.84
08855169,49.69,93.97,117.25
033d908d,44.09,83.38,131.41
e2652404,42.65,80.66,109.26
2d9836f1,29.3,55.41,95.61
93c5f5ec,6.55,12.39,50.23
a391bf7b,2.73,5.16,24.56
34a8095a,42.25,79.9,126.46
0057779b,10.51,19.88,51.67
cee7e001,5.68,10.74,54.97
8ca8b4fc,36.07,68.21,111.5
0d912487,2.06,3.9,16.25
f1e20ad3,37.56,71.03,105.82
2dbeba54,11.23,21.24,62.8
f9130207,17.43,32.96,79.22
c1297b3a,10.24,19.36,49.61
76fac0f9,39.3,74.32,114.35
a9079a69,25.27,47.79,96.58
69c0a5ba,9.96,18.84,61.95
b606436b,3.85,7.28,51.46
8a0df4ae,49.36,93.35,119.64
593f1218,36.29,68.63,82.3
15a836a7,34.64,65.51,114.15
b54c5778,26.13,49.41,87.24
77cdf40f,22.88,43.27,60.12
3834c313,40.21,76.04,124.99
0d3ebb68,41.68,78.82,117.45
286e48b6,4.93,9.32,22.93
2ba60e25,43.25,81.79,98.62
5f718c64,38.55,72.9,117.52
39b873ce,25.34,47.92,96.07
cb0a05a5,24.86,47.01,71.6
9828aeea,42.07,79.56,106.09
c663ee1a,40.09,75.81,101.63
4628403a,8.66,16.38,59.79
900522aa,28.36,53.63,81.76
fcd202a9,48.53,91.78,116.79
03e6b06a,37.3,70.54,105.41
33ac4111,48.7,92.1,121.72
07e2a253,39.25,74.23,105.57
40920790,27.18,51.4,77.68
682b272f,31.04,58.7,87.12
a57ac1cc,36.05,68.17,79.61
99cd208e,36.98,69.93,116.96
af059ea1,37.88,71.64,82.86
9fc20020,46.65,88.22,129.13
b614d49a,16.84,31.85,53.78
9236ffeb,41.81,79.07,93.56
725e02ee,29.34,55.49,89.88
a9842d49,44.5,84.15,122.43
e128966a,32.29,61.06,96.27
00f4a2e5,46.89,88.67,121.71
92252001,22.35,42.27,73.72
988dc62d,6.77,12.8,44.44
dac7f4b4,32.95,62.31,106.93
6fd7e10c,39.18,74.09,87.7
516d34af,35.19,66.55,82.84
cbb3a6d0,36.8,69.59,112.1
c1d40432,3.39,6.41,28.53
d6c7efe2,48.32,91.38,132.24
a0c4c428,14.68,27.76,51.87
de3c80a9,21.87,41.36,88.38
9bc12fa9,22.08,41.76,63.01
abed9c39,45.52,86.08,113.16
68d96da5,37.7,71.29,87.64
b0b8ea56,31.77,60.08,96.75
60bb7dad,7.76,14.67,40.79
3a187629,17.52,33.13,80.78
041df7e9,25.61,48.43,59.06
ba09400a,7.52,14.22,39.73
97745431,29.42,55.64,66.59
6657223f,12.29,23.24,46.4
4469faba,41.58,78.63,103.84
3368a35d,41.79,79.03,99.36
175238c1,30.75,58.15,78.37
abfbb502,19.26,36.42,56.82
0026a29e,4.14,7.83,28.48
2b98f010,32.19,60.87,82.16
0188eadc,39.66,75.0,119.05
0b956af4,39.94,75.53,87.09
9a130094,25.25,47.75,97.31
1210b6df,8.74,16.53,37.79
b918a65d,5.11,9.66,20.78
51316f46,4.68,8.85,25.86
17932ae5,13.97,26.42,74.09
1a66ed59,8.79,16.62,66.52
9e84bb34,10.11,19.12,38.99
99776c62,35.55,67.23,86.25
1eaf29ca,10.62,20.08,63.52
80f15a1d,35.23,66.62,113.19
260ee006,18.88,35.7,71.71
43d75d46,39.19,74.11,121.54
