Order_ID,Order_Date,Delivery_Date,Delivery_Status,City,Carrier_ID,Delivery_Zone,Distance_km,Fuel_Charge,Total_Delivery_Cost,Delivery_Experience_Rating,Issue_Reported,Carrier_Name,Avg_Delivery_Cost,Defect_Rate
c2c23359,2023-03-28,2023-04-02,Delayed,Bangalore,C008,South,35.05,66.28,80.12,4,Late Delivery,Carrier_8,123.83,0.06
d6b3bfa2,2023-03-12,2023-03-14,Delivered,Hyderabad,C010,Central,24.22,45.8,83.16,2,None,Carrier_10,81.3,0.08
2baecf86,2023-06-13,2023-06-16,Delivered,Ahmedabad,C002,South,14.45,27.33,41.44,5,Damaged Package,Carrier_2,100.91,0.03
6fe4c84d,2023-03-25,2023-03-26,Delivered,Chennai,C004,West,40.9,77.35,90.95,5,Late Delivery,Carrier_4,93.62,0.04
05bfc61e,2023-03-12,2023-03-14,Delivered,Ahmedabad,C004,West,18.64,35.25,59.97,4,Late Delivery,Carrier_4,93.62,0.04
5a54f6eb,2023-03-08,2023-03-11,Delayed,Bangalore,C002,Central,31.42,59.42,98.95,3,None,Carrier_2,100.91,0.03
592ff13b,2023-06-17,2023-06-20,Delayed,Ahmedabad,C008,East,7.54,14.26,62.81,4,Damaged Package,Carrier_8,123.83,0.06
01b7683a,2023-06-16,2023-06-20,Delivered,Kolkata,C003,East,37.53,70.97,112.01,2,None,Carrier_3,84.25,0.06
828647a5,2023-03-18,2023-03-23,Delayed,Pune,C002,West,47.74,90.28,118.92,3,None,Carrier_2,100.91,0.03
f67df431,2023-02-18,2023-02-21,Delayed,Pune,C007,East,23.57,44.57,65.47,5,Wrong Address,Carrier_7,79.32,0.03
1bc94507,2023-02-08,2023-02-11,Delayed,Bangalore,C001,East,28.32,53.56,75.62,2,Damaged Package,Carrier_1,104.96,0.07
654cfffc,2023-05-13,2023-05-18,Delivered,Kolkata,C006,Central,45.18,85.44,106.79,2,None,Carrier_6,82.09,0.04
7ac15a6f,2023-03-03,2023-03-07,Cancelled,Pune,C003,South,40.17,75.97,97.1,3,None,Carrier_3,84.25,0.06
ab71c15d,2023-01-15,2023-01-18,Delivered,Hyderabad,C003,South,48.19,91.13,103.89,4,None,Carrier_3,84.25,0.06
e78be983,2023-06-03,2023-06-08,Delivered,Delhi,C005,East,14.77,27.93,46.75,4,Late Delivery,Carrier_5,101.88,0.09
4c6575d0,2023-04-14,2023-04-19,Delivered,Bangalore,C003,North,24.56,46.45,60.77,1,Late Delivery,Carrier_3,84.25,0.06
476f607e,2023-06-19,2023-06-21,Delivered,Hyderabad,C004,Central,23.87,45.14,55.43,3,None,Carrier_4,93.62,0.04
8bc752c7,2023-03-23,2023-03-24,Delivered,Ahmedabad,C003,East,24.71,46.73,68.15,4,Damaged Package,Carrier_3,84.25,0.06
20e381cb,2023-06-24,2023-06-29,Delivered,Mumbai,C007,North,45.83,86.67,110.76,2,None,Carrier_7,79.32,0.03
a0553ce5,2023-02-05,2023-02-07,Delivered,Ahmedabad,C003,North,11.86,22.43,69.53,4,Wrong Address,Carrier_3,84.25,0.06
aaf06467,2023-01-07,2023-01-08,Delayed,Hyderabad,C010,Central,44.96,85.02,134.81,4,Damaged Package,Carrier_10,81.3,0.08
c643e99b,2023-06-17,2023-06-19,Delayed,Chennai,C004,South,29.41,55.62,88.8,2,None,Carrier_4,93.62,0.04
1c774272,2023-05-08,2023-05-11,Delivered,Chennai,C002,West,27.77,52.52,98.56,3,Late Delivery,Carrier_2,100.91,0.03
8c1d3f56,2023-03-17,2023-03-19,Delayed,Delhi,C002,North,21.99,41.59,76.32,1,None,Carrier_2,100.91,0.03
e9bbb22c,2023-03-08,2023-03-11,Delayed,Ahmedabad,C009,West,27.9,52.76,82.66,4,None,Carrier_9,56.69,0.02
dba8a0a2,2023-04-18,2023-04-23,Delayed,Kolkata,C001,West,40.56,76.7,88.41,4,Damaged Package,Carrier_1,104.96,0.07
88fe6eec,2023-04-14,2023-04-15,Delivered,Delhi,C001,Central,25.63,48.47,60.25,4,None,Carrier_1,104.96,0.07
c37142e0,2023-04-10,2023-04-12,Delayed,Pune,C010,South,39.25,74.23,85.46,3,None,Carrier_10,81.3,0.08
f3df8f03,2023-01-10,2023-01-15,Delayed,Kolkata,C001,Central,22.0,41.6,57.6,2,Damaged Package,Carrier_1,104.96,0.07
6253d077,2023-05-30,2023-06-04,Delayed,Kolkata,C003,North,10.78,20.39,33.47,2,None,Carrier_3,84.25,0.06
f6d18a43,2023-05-27,2023-05-31,Delivered,Kolkata,C002,South,21.9,41.42,59.21,2,None,Carrier_2,100.91,0.03
0445f6f8,2023-02-18,2023-02-21,Delivered,Kolkata,C003,East,36.72,69.44,100.21,2,None,Carrier_3,84.25,0.06
1a7bf686,2023-03-29,2023-04-03,Delivered,Chennai,C005,South,42.88,81.09,111.22,2,Late Delivery,Carrier_5,101.88,0.09
d84f0a7b,2023-02-26,2023-03-03,Delivered,Ahmedabad,C009,Central,39.04,73.83,97.6,2,Late Delivery,Carrier_9,56.69,0.02
09d616d7,2023-06-25,2023-06-30,Delivered,Pune,C002,Central,19.97,37.77,74.41,4,None,Carrier_2,100.91,0.03
30f6652e,2023-05-17,2023-05-20,Delivered,Chennai,C001,West,29.8,56.35,82.03,4,Late Delivery,Carrier_1,104.96,0.07
04ec43e3,2023-06-13,2023-06-18,Delayed,Bangalore,C006,East,19.3,36.5,55.31,2,Damaged Package,Carrier_6,82.09,0.04
878ca495,2023-05-02,2023-05-06,Delayed,Pune,C003,South,35.82,67.74,105.43,2,Damaged Package,Carrier_3,84.25,0.06
183684a1,2023-06-21,2023-06-23,Delivered,Chennai,C007,East,22.95,43.4,92.61,3,None,Carrier_7,79.32,0.03
bd2b93b5,2023-04-02,2023-04-04,Cancelled,Delhi,C006,West,38.71,73.2,115.63,3,Late Delivery,Carrier_6,82.09,0.04
8e00f236,2023-05-10,2023-05-11,Delivered,Chennai,C007,East,2.61,4.94,31.5,5,Late Delivery,Carrier_7,79.32,0.03
64b6b9cc,2023-03-18,2023-03-20,Delivered,Pune,C005,East,18.33,34.66,59.69,4,Late Delivery,Carrier_5,101.88,0.09
a30465af,2023-02-13,2023-02-15,Delayed,Pune,C001,South,44.15,83.49,95.04,2,None,Carrier_1,104.96,0.07
ffde8ba7,2023-06-18,2023-06-19,Delayed,Delhi,C003,East,17.53,33.15,69.43,4,None,Carrier_3,84.25,0.06
17597fdf,2023-05-23,2023-05-28,Delayed,Mumbai,C003,West,20.95,39.62,58.52,5,None,Carrier_3,84.25,0.06
19805350,2023-02-16,2023-02-18,Delivered,Ahmedabad,C007,North,39.96,75.57,112.91,3,Late Delivery,Carrier_7,79.32,0.03
ca452763,2023-03-17,2023-03-19,Delayed,Pune,C003,North,6.54,12.37,52.78,5,Late Delivery,Carrier_3,84.25,0.06
0860303b,2023-01-25,2023-01-27,Delivered,Chennai,C005,Central,16.97,32.09,77.28,1,Late Delivery,Carrier_5,101.88,0.09
38aaed85,2023-05-01,2023-05-05,Delayed,Delhi,C004,North,39.17,74.07,106.0,3,None,Carrier_4,93.62,0.04
e2b8ff86,2023-02-02,2023-02-03,Delayed,Kolkata,C004,South,47.94,90.66,133.86,4,None,Carrier_4,93.62,0.04
964c77cc,2023-03-08,2023-03-11,Delivered,Ahmedabad,C007,Central,39.58,74.85,113.78,3,None,Carrier_7,79.32,0.03
868ddd48,2023-05-24,2023-05-25,Delivered,Pune,C001,North,10.28,19.44,43.56,5,None,Carrier_1,104.96,0.07
8981a6d9,2023-02-16,2023-02-17,Delayed,Ahmedabad,C007,North,42.08,79.58,93.84,2,None,Carrier_7,79.32,0.03
3f15b3f7,2023-06-24,2023-06-26,Delivered,Ahmedabad,C008,Central,24.84,46.98,66.67,5,Wrong Address,Carrier_8,123.83,0.06
bdbfebd7,2023-03-27,2023-04-01,Delivered,Hyderabad,C003,South,39.58,74.85,118.63,5,None,Carrier_3,84.25,0.06
0069b0a9,2023-06-17,2023-06-21,Delayed,Ahmedabad,C003,Central,13.49,25.51,56.89,2,None,Carrier_3,84.25,0.06
6a2967af,2023-01-23,2023-01-27,Delivered,Kolkata,C004,South,18.37,34.74,71.36,4,None,Carrier_4,93.62,0.04
fbe2a184,2023-02-26,2023-03-02,Delayed,Bangalore,C006,South,45.28,85.63,127.87,4,None,Carrier_6,82.09,0.04
9e9bdc45,2023-04-01,2023-04-04,Delivered,Ahmedabad,C007,West,45.72,86.46,123.14,3,None,Carrier_7,79.32,0.03
55efe1b5,2023-02-27,2023-03-02,Delivered,Pune,C001,North,15.69,29.67,73.91,5,Late Delivery,Carrier_1,104.96,0.07
bf778d57,2023-03-20,2023-03-25,Delayed,Delhi,C004,North,6.01,11.37,24.82,3,None,Carrier_4,93.62,0.04
7c501088,2023-04-18,2023-04-19,Delivered,Kolkata,C007,East,46.59,88.11,134.26,2,None,Carrier_7,79.32,0.03
3bd83938,2023-03-26,2023-03-28,Delivered,Chennai,C002,Central,16.42,31.05,73.55,1,None,Carrier_2,100.91,0.03
ad4cfaf5,2023-04-06,2023-04-11,Delayed,Chennai,C001,West,7.77,14.69,60.81,4,Late Delivery,Carrier_1,104.96,0.07
12793bc3,2023-03-08,2023-03-12,Delivered,Pune,C001,North,18.71,35.38,74.61,2,Late Delivery,Carrier_1,104.96,0.07
cd6cb233,2023-05-30,2023-06-03,Delivered,Mumbai,C010,East,15.54,29.39,50.37,4,None,Carrier_10,81.3,0.08
94dd92cd,2023-03-17,2023-03-21,Delivered,Hyderabad,C006,West,5.87,11.1,25.66,3,Damaged Package,Carrier_6,82.09,0.04
5d0fd69d,2023-04-29,2023-05-03,Delayed,Pune,C005,South,49.22,93.08,108.27,1,None,Carrier_5,101.88,0.09
179d3b7c,2023-01-31,2023-02-03,Delayed,Delhi,C001,North,16.1,30.45,60.41,5,Damaged Package,Carrier_1,104.96,0.07
227e97aa,2023-05-01,2023-05-04,Delayed,Kolkata,C010,Central,15.07,28.5,54.14,4,None,Carrier_10,81.3,0.08
d50b38d4,2023-01-14,2023-01-19,Delivered,Hyderabad,C003,West,22.16,41.91,78.08,5,None,Carrier_3,84.25,0.06
8b0f37f5,2023-06-12,2023-06-15,Delayed,Mumbai,C007,East,21.91,41.43,71.56,3,None,Carrier_7,79.32,0.03
0205ecd9,2023-05-30,2023-06-04,Delivered,Pune,C009,Central,22.82,43.16,58.17,4,Late Delivery,Carrier_9,56.69,0.02
6d511965,2023-05-29,2023-05-30,Delayed,Bangalore,C009,South,45.52,86.08,96.17,3,None,Carrier_9,56.69,0.02
ffcc3e17,2023-06-08,2023-06-13,Delivered,Hyderabad,C006,Central,4.89,9.25,24.38,5,None,Carrier_6,82.09,0.04
55bb69a2,2023-01-19,2023-01-21,Delayed,Mumbai,C003,East,47.2,89.26,105.13,3,None,Carrier_3,84.25,0.06
24a11aa5,2023-05-01,2023-05-03,Delayed,Pune,C001,South,33.96,64.22,103.02,3,None,Carrier_1,104.96,0.07
336937e8,2023-02-19,2023-02-22,Delivered,Ahmedabad,C003,East,35.48,67.1,88.51,3,Late Delivery,Carrier_3,84.25,0.06
37ac512e,2023-05-09,2023-05-11,Delivered,Pune,C010,North,9.58,18.12,31.87,2,Damaged Package,Carrier_10,81.3,0.08
b183683c,2023-01-31,2023-02-04,Delayed,Delhi,C002,East,17.8,33.66,73.88,2,None,Carrier_2,100.91,0.03
4f4bce6b,2023-06-24,2023-06-29,Delivered,Pune,C005,Central,4.51,8.53,56.15,4,None,Carrier_5,101.88,0.09
54ace5cf,2023-04-08,2023-04-12,Cancelled,Bangalore,C008,North,33.35,63.07,77.09,3,None,Carrier_8,123.83,0.06
da07bc43,2023-05-16,2023-05-20,Delivered,Pune,C005,North,18.31,34.63,83.15,3,None,Carrier_5,101.88,0.09
726f5dd9,2023-03-18,2023-03-21,Delivered,Chennai,C001,West,28.46,53.82,101.83,3,None,Carrier_1,104.96,0.07
f91f1cfb,2023-04-16,2023-04-17,Delivered,Mumbai,C003,Central,38.13,72.11,103.03,2,None,Carrier_3,84.25,0.06
074ce09a,2023-01-14,2023-01-19,Delivered,Ahmedabad,C005,Central,28.57,54.03,75.86,5,None,Carrier_5,101.88,0.09
5bc916eb,2023-02-08,2023-02-12,Delayed,Chennai,C007,South,5.43,10.27,25.79,3,Damaged Package,Carrier_7,79.32,0.03
dc278786,2023-02-05,2023-02-08,Delivered,Pune,C005,East,4.96,9.38,52.33,1,Wrong Address,Carrier_5,101.88,0.09
2a58c13e,2023-02-21,2023-02-23,Delayed,Bangalore,C010,East,43.62,82.49,116.68,4,Damaged Package,Carrier_10,81.3,0.08
ea1d0a43,2023-03-29,2023-03-30,Delivered,Mumbai,C005,Central,14.58,27.57,63.62,2,Wrong Address,Carrier_5,101.88,0.09
e6b602e8,2023-04-15,2023-04-18,Delivered,Mumbai,C007,East,19.39,36.67,81.11,5,Late Delivery,Carrier_7,79.32,0.03
43dad8da,2023-05-26,2023-05-30,Delivered,Pune,C008,Central,12.48,23.6,51.36,1,None,Carrier_8,123.83,0.06
07d3480e,2023-04-28,2023-05-01,Delivered,Bangalore,C008,North,35.55,67.23,91.95,3,None,Carrier_8,123.83,0.06
8ddbdae6,2023-02-06,2023-02-10,Cancelled,Delhi,C007,East,20.53,38.82,79.31,2,Late Delivery,Carrier_7,79.32,0.03
15fa0fcd,2023-03-22,2023-03-24,Delivered,Ahmedabad,C003,East,23.9,45.2,67.09,3,None,Carrier_3,84.25,0.06
e974007a,2023-02-16,2023-02-21,Delivered,Mumbai,C002,Central,34.37,65.0,88.12,4,None,Carrier_2,100.91,0.03
4a7a7421,2023-01-21,2023-01-26,Delivered,Ahmedabad,C001,Central,31.91,60.35,85.59,2,Late Delivery,Carrier_1,104.96,0.07
7548d60f,2023-05-05,2023-05-07,Delivered,Bangalore,C006,South,39.17,74.07,118.32,1,None,Carrier_6,82.09,0.04
e0b2a914,2023-03-27,2023-03-31,Delivered,Hyderabad,C009,East,37.94,71.75,112.91,5,None,Carrier_9,56.69,0.02
c8c85d8e,2023-06-11,2023-06-14,Delayed,Chennai,C003,West,23.11,43.7,65.36,5,Late Delivery,Carrier_3,84.25,0.06
1238afd0,2023-02-15,2023-02-17,Delivered,Mumbai,C005,Central,11.21,21.2,36.94,4,None,Carrier_5,101.88,0.09
02bc2ace,2023-03-22,2023-03-23,Delivered,Hyderabad,C009,West,12.71,24.04,49.75,5,None,Carrier_9,56.69,0.02
a2167dcb,2023-06-12,2023-06-14,Delivered,Mumbai,C009,North,35.92,67.93,102.91,5,Damaged Package,Carrier_9,56.69,0.02
b2b12bf6,2023-01-15,2023-01-19,Cancelled,Delhi,C007,North,14.54,27.5,64.55,4,None,Carrier_7,79.32,0.03
a28cd7dd,2023-01-02,2023-01-05,Delivered,Pune,C004,West,23.14,43.76,61.78,1,Late Delivery,Carrier_4,93.62,0.04
b23cfdd2,2023-04-26,2023-05-01,Delivered,Bangalore,C002,North,7.18,13.58,33.56,2,Late Delivery,Carrier_2,100.91,0.03
4987b2d4,2023-03-12,2023-03-14,Delivered,Mumbai,C002,West,7.87,14.88,62.08,2,None,Carrier_2,100.91,0.03
24b7de91,2023-02-23,2023-02-24,Delivered,Bangalore,C004,South,14.0,26.48,51.88,4,Late Delivery,Carrier_4,93.62,0.04
1097a58a,2023-02-13,2023-02-18,Delivered,Kolkata,C001,South,6.07,11.48,34.05,3,None,Carrier_1,104.96,0.07
063cecb1,2023-05-28,2023-05-31,Delivered,Mumbai,C004,North,15.18,28.71,66.54,4,Damaged Package,Carrier_4,93.62,0.04
e4d90afe,2023-02-10,2023-02-13,Delayed,Delhi,C006,West,29.27,55.35,84.07,4,Late Delivery,Carrier_6,82.09,0.04
af57cf81,2023-05-06,2023-05-07,Delivered,Delhi,C006,West,37.75,71.39,91.26,4,Damaged Package,Carrier_6,82.09,0.04
24ccb5d2,2023-01-23,2023-01-26,Delayed,Pune,C007,West,3.57,6.75,33.12,4,Damaged Package,Carrier_7,79.32,0.03
2f36ecb3,2023-02-03,2023-02-06,Delivered,Pune,C005,North,30.83,58.3,74.07,5,None,Carrier_5,101.88,0.09
5dcfc0f1,2023-06-07,2023-06-12,Delivered,Hyderabad,C009,West,19.43,36.74,57.92,5,Damaged Package,Carrier_9,56.69,0.02
e05a1750,2023-04-22,2023-04-23,Delivered,Delhi,C002,Central,12.88,24.36,51.1,1,None,Carrier_2,100.91,0.03
00d8ff2d,2023-06-12,2023-06-17,Delivered,Bangalore,C002,West,3.53,6.68,37.4,4,None,Carrier_2,100.91,0.03
ffe33c6d,2023-04-20,2023-04-23,Delayed,Kolkata,C004,Central,17.64,33.36,73.03,2,Late Delivery,Carrier_4,93.62,0.04
da7e63e0,2023-04-14,2023-04-15,Delivered,Ahmedabad,C004,South,39.9,75.46,100.86,3,Damaged Package,Carrier_4,93.62,0.04
4864b055,2023-04-20,2023-04-23,Delivered,Delhi,C004,Central,27.44,51.89,83.72,5,None,Carrier_4,93.62,0.04
39c5b4d8,2023-05-03,2023-05-07,Delivered,Mumbai,C001,South,39.23,74.19,122.23,2,Damaged Package,Carrier_1,104.96,0.07
0b668a8d,2023-04-09,2023-04-13,Cancelled,Ahmedabad,C004,North,21.79,41.21,83.94,5,Late Delivery,Carrier_4,93.62,0.04
585c6cdc,2023-01-02,2023-01-03,Delivered,Ahmedabad,C005,South,42.48,80.33,99.81,1,None,Carrier_5,101.88,0.09
35979067,2023-01-10,2023-01-13,Delayed,Delhi,C009,South,9.22,17.44,35.98,3,None,Carrier_9,56.69,0.02
8edae601,2023-05-17,2023-05-20,Delivered,Kolkata,C003,West,41.36,78.22,114.73,5,Late Delivery,Carrier_3,84.25,0.06
4721a223,2023-02-21,2023-02-22,Delivered,Bangalore,C003,East,24.85,46.99,80.8,3,None,Carrier_3,84.25,0.06
260ec991,2023-04-06,2023-04-11,Delivered,Mumbai,C005,South,37.81,71.5,103.37,3,Late Delivery,Carrier_5,101.88,0.09
86257c48,2023-01-04,2023-01-05,Delivered,Hyderabad,C010,Central,13.54,25.61,41.78,2,Damaged Package,Carrier_10,81.3,0.08
a81097b4,2023-03-24,2023-03-28,Delivered,Hyderabad,C006,North,25.34,47.92,72.42,5,Damaged Package,Carrier_6,82.09,0.04
2e7ae471,2023-05-16,2023-05-21,Delivered,Hyderabad,C003,Central,37.17,70.29,110.66,3,None,Carrier_3,84.25,0.06
2d3f83b3,2023-02-18,2023-02-22,Delayed,Pune,C001,North,25.22,47.69,86.63,4,None,Carrier_1,104.96,0.07
888bd570,2023-01-05,2023-01-09,Delayed,Mumbai,C010,Central,23.99,45.37,61.98,3,None,Carrier_10,81.3,0.08
1bcff52f,2023-06-23,2023-06-25,Delayed,Ahmedabad,C008,South,40.91,77.37,104.44,3,Late Delivery,Carrier_8,123.83,0.06
ed1bbd12,2023-01-02,2023-01-06,Delivered,Hyderabad,C001,East,9.79,18.51,46.22,5,Wrong Address,Carrier_1,104.96,0.07
5834a1cb,2023-06-10,2023-06-15,Delivered,Pune,C002,South,24.8,46.9,77.24,4,None,Carrier_2,100.91,0.03
f222fa77,2023-03-05,2023-03-06,Delivered,Delhi,C003,West,41.47,78.42,106.87,3,None,Carrier_3,84.25,0.06
4945ec97,2023-02-27,2023-02-28,Delayed,Ahmedabad,C006,Central,42.57,80.5,110.57,5,Wrong Address,Carrier_6,82.09,0.04
96ef82d4,2023-06-27,2023-06-30,Delayed,Mumbai,C004,East,7.68,14.52,57.05,5,Late Delivery,Carrier_4,93.62,0.04
2eeb45e8,2023-03-30,2023-03-31,Delivered,Mumbai,C004,Central,42.81,80.96,106.54,3,None,Carrier_4,93.62,0.04
050d0d60,2023-03-21,2023-03-26,Delivered,Mumbai,C009,West,2.58,4.88,36.96,1,None,Carrier_9,56.69,0.02
377be1ce,2023-02-03,2023-02-05,Delivered,Chennai,C006,West,43.07,81.45,115.72,1,Wrong Address,Carrier_6,82.09,0.04
6fc9f1e3,2023-01-27,2023-01-29,Delivered,Pune,C002,West,14.71,27.82,75.51,2,None,Carrier_2,100.91,0.03
3b33f4c1,2023-04-09,2023-04-11,Delivered,Ahmedabad,C007,South,29.75,56.26,92.45,1,Late Delivery,Carrier_7,79.32,0.03
4dc5bcd2,2023-05-09,2023-05-10,Delivered,Bangalore,C003,South,2.46,4.65,19.88,1,Late Delivery,Carrier_3,84.25,0.06
5bce0936,2023-05-31,2023-06-04,Delayed,Chennai,C009,East,37.11,70.18,103.48,5,Late Delivery,Carrier_9,56.69,0.02
0f115be9,2023-03-20,2023-03-21,Delivered,Chennai,C006,West,22.71,42.95,79.43,5,None,Carrier_6,82.09,0.04
fb6def6d,2023-02-12,2023-02-13,Delivered,Chennai,C008,South,42.6,80.56,90.94,3,None,Carrier_8,123.83,0.06
e61ec11d,2023-01-17,2023-01-21,Cancelled,Bangalore,C001,North,28.66,54.2,67.21,3,Late Delivery,Carrier_1,104.96,0.07
f637ec81,2023-01-12,2023-01-13,Delivered,Chennai,C002,North,42.06,79.54,90.3,5,Damaged Package,Carrier_2,100.91,0.03
0a96eac0,2023-03-18,2023-03-21,Delivered,Hyderabad,C006,South,31.36,59.31,71.24,3,Damaged Package,Carrier_6,82.09,0.04
5eeebd42,2023-03-16,2023-03-17,Delivered,Mumbai,C003,East,37.8,71.48,85.07,5,Late Delivery,Carrier_3,84.25,0.06
03a362b8,2023-04-27,2023-05-02,Delivered,Ahmedabad,C001,Central,37.9,71.67,119.98,1,None,Carrier_1,104.96,0.07
74477f38,2023-05-14,2023-05-17,Delivered,Ahmedabad,C006,West,13.84,26.17,44.44,3,None,Carrier_6,82.09,0.04
9cda3d90,2023-06-02,2023-06-04,Delayed,Mumbai,C005,South,29.71,56.18,74.36,1,None,Carrier_5,101.88,0.09
3e81ca05,2023-05-15,2023-05-20,Delivered,Pune,C009,East,43.95,83.11,127.41,2,Damaged Package,Carrier_9,56.69,0.02
3b97fdd5,2023-03-28,2023-03-29,Delivered,Delhi,C006,Central,44.19,83.57,123.68,3,None,Carrier_6,82.09,0.04
2840d4d7,2023-04-22,2023-04-25,Delivered,Kolkata,C005,East,20.47,38.71,75.74,5,None,Carrier_5,101.88,0.09
d588a9f0,2023-06-25,2023-06-28,Delivered,Hyderabad,C001,Central,17.59,33.26,60.13,5,Late Delivery,Carrier_1,104.96,0.07
221e0e43,2023-02-04,2023-02-06,Delayed,Bangalore,C001,North,33.39,63.14,74.39,2,Late Delivery,Carrier_1,104.96,0.07
161348ce,2023-03-29,2023-04-03,Delayed,Kolkata,C001,Central,39.37,74.45,117.51,5,Late Delivery,Carrier_1,104.96,0.07
dee7dbf6,2023-05-06,2023-05-09,Delivered,Mumbai,C007,North,3.7,7.0,51.43,1,Late Delivery,Carrier_7,79.32,0.03
30c72312,2023-04-02,2023-04-07,Delayed,Chennai,C006,West,6.48,12.25,41.52,5,None,Carrier_6,82.09,0.04
a4e6fb6a,2023-02-18,2023-02-19,Delivered,Ahmedabad,C005,South,39.38,74.47,110.27,2,None,Carrier_5,101.88,0.09
fc26ab36,2023-02-12,2023-02-16,Cancelled,Pune,C004,North,22.97,43.44,72.55,4,Wrong Address,Carrier_4,93.62,0.04
ae1c81b8,2023-04-14,2023-04-18,Delivered,Pune,C008,East,34.05,64.39,86.24,4,Damaged Package,Carrier_8,123.83,0.06
f997c0f8,2023-01-05,2023-01-06,Cancelled,Delhi,C008,Central,41.38,78.25,109.86,1,None,Carrier_8,123.83,0.06
da5b363e,2023-02-28,2023-03-01,Delayed,Delhi,C005,East,38.33,72.49,110.03,4,None,Carrier_5,101.88,0.09
ec0c2c64,2023-02-27,2023-03-01,Delivered,Mumbai,C004,North,40.87,77.29,93.47,5,None,Carrier_4,93.62,0.04
dc61fa0a,2023-02-03,2023-02-08,Delivered,Hyderabad,C002,East,26.67,50.44,81.67,2,Late Delivery,Carrier_2,100.91,0.03
713cf2b0,2023-02-24,2023-02-26,Cancelled,Pune,C007,Central,9.57,18.1,59.14,1,Late Delivery,Carrier_7,79.32,0.03
f44b18c1,2023-01-06,2023-01-09,Delayed,Kolkata,C005,South,24.73,46.77,75.79,4,None,Carrier_5,101.88,0.09
8057bff1,2023-05-31,2023-06-01,Delivered,Delhi,C003,East,48.24,91.23,107.51,5,None,Carrier_3,84.25,0.06
a8e8e6d3,2023-05-10,2023-05-12,Delayed,Ahmedabad,C009,West,16.66,31.51,76.3,5,Late Delivery,Carrier_9,56.69,0.02
06e86cbd,2023-02-13,2023-02-17,Delivered,Ahmedabad,C009,Central,22.13,41.85,78.8,3,Wrong Address,Carrier_9,56.69,0.02
562d2751,2023-02-01,2023-02-02,Delivered,Mumbai,C010,Central,38.74,73.26,108.56,3,None,Carrier_10,81.3,0.08
5bbd4028,2023-04-04,2023-04-07,Delivered,Hyderabad,C008,West,5.65,10.68,46.75,2,Late Delivery,Carrier_8,123.83,0.06
052acbec,2023-06-16,2023-06-21,Delivered,Mumbai,C001,North,38.34,72.51,92.31,1,None,Carrier_1,104.96,0.07
d93d0dac,2023-01-10,2023-01-12,Delayed,Mumbai,C003,West,15.16,28.67,58.36,4,None,Carrier_3,84.25,0.06
04e44b60,2023-04-07,2023-04-12,Delivered,Hyderabad,C002,North,14.83,28.05,51.09,4,Late Delivery,Carrier_2,100.91,0.03
b4b1174e,2023-06-13,2023-06-17,Delayed,Hyderabad,C004,South,29.96,56.66,100.0,5,Late Delivery,Carrier_4,93.62,0.04
c5d16e14,2023-03-07,2023-03-09,Delivered,Hyderabad,C002,North,14.25,26.95,60.5,4,None,Carrier_2,100.91,0.03
d652db3a,2023-05-17,2023-05-18,Delivered,Ahmedabad,C008,South,32.78,61.99,100.68,2,Late Delivery,Carrier_8,123.83,0.06
52fa658a,2023-06-09,2023-06-12,Delivered,Ahmedabad,C001,South,45.62,86.27,122.68,3,Damaged Package,Carrier_1,104.96,0.07
4894beb3,2023-01-13,2023-01-16,Delivered,Mumbai,C004,West,21.42,40.51,69.86,5,Late Delivery,Carrier_4,93.62,0.04
5470bba2,2023-06-02,2023-06-07,Delivered,Delhi,C005,South,47.29,89.43,131.62,1,Damaged Package,Carrier_5,101.88,0.09
eb32a220,2023-01-13,2023-01-16,Delivered,Bangalore,C010,North,47.23,89.32,123.93,5,None,Carrier_10,81.3,0.08
7d8a8733,2023-06-19,2023-06-20,Delivered,Bangalore,C004,East,11.96,22.62,41.69,4,Late Delivery,Carrier_4,93.62,0.04
79bf7906,2023-01-28,2023-01-31,Delivered,Mumbai,C008,Central,22.73,42.98,64.61,2,None,Carrier_8,123.83,0.06
f7c86860,2023-06-17,2023-06-21,Delivered,Mumbai,C002,Central,49.53,93.67,136.75,1,None,Carrier_2,100.91,0.03
baf6cddc,2023-01-06,2023-01-11,Delivered,Delhi,C009,North,8.17,15.45,63.1,5,None,Carrier_9,56.69,0.02
87e87fe9,2023-01-13,2023-01-14,Delayed,Hyderabad,C002,East,24.82,46.94,78.86,4,Late Delivery,Carrier_2,100.91,0.03
7ecfc8e7,2023-06-26,2023-07-01,Delayed,Mumbai,C002,South,22.73,42.98,68.4,5,None,Carrier_2,100.91,0.03
a9bee7ed,2023-01-30,2023-02-03,Delivered,Pune,C002,North,40.88,77.31,112.31,1,None,Carrier_2,100.91,0.03
7d8a393c,2023-04-17,2023-04-18,Delivered,Ahmedabad,C010,South,9.78,18.5,47.84,4,Late Delivery,Carrier_10,81.3,0.08
3fe19357,2023-04-24,2023-04-25,Delivered,Chennai,C008,West,12.63,23.88,67.55,3,Late Delivery,Carrier_8,123.83,0.06
cc549d48,2023-04-08,2023-04-09,Cancelled,Hyderabad,C003,East,10.43,19.72,63.04,1,None,Carrier_3,84.25,0.06
f00982ea,2023-02-01,2023-02-03,Delivered,Pune,C010,Central,10.0,18.91,47.16,3,Late Delivery,Carrier_10,81.3,0.08
